Mod,likes,downloads,time,unique_dl,views
18872,54,1415,1231,1031,12598
39598,28,676,797,484,30422
59843,3,36,354,30,2635
36099,496,6745,897,5100,55473
26981,92,1197,1078,677,10079
69087,19,322,66,281,11586
14779,89,2384,1299,1564,16979
52836,31,181,569,151,20138
67603,10,437,115,340,6053
57818,16,280,421,247,11443
21238,39,767,1189,615,28353
14775,17,242,1299,145,10657
26225,165,3349,1095,2888,28979
8486,329,19305,1359,11687,118591
14434,2,190,1302,138,7258
63706,597,9125,231,7323,66790
33219,5805,116851,962,84567,503154
52077,265,3321,595,2843,53068
11918,6,243,1337,103,8331
35684,326,6791,908,4789,26584
58831,21,164,388,112,4173
58661,11,111,393,71,3143
35857,505,5194,903,3884,27704
33177,693,10860,962,7626,91306
67637,213,4740,114,4001,29687
17340,14,292,1259,217,19359
16069,2974,293926,1279,193736,610153
49811,21,402,656,299,7718
49410,344,6685,667,5531,44821
62328,2474,27826,267,20347,87276
13527,0,0,1316,0,6251
53194,17,198,558,157,7363
21716,6,251,1181,178,13588
70319,7,263,25,238,4808
21118,164,2961,1191,2152,19601
62155,593,5189,272,4272,42807
679,1772,101456,1441,64213,305325
50211,340,3616,646,2784,31637
67329,6,86,124,63,2333
18617,0,0,1236,0,11212
14640,10,308,1300,208,11389
15019,84,1790,1296,1337,28889
28235,40837,735473,1051,534914,1307399
58770,2,34,389,30,2533
19801,43,1570,1215,1102,11200
58302,8,133,405,117,20002
32435,5,445,976,264,8847
68164,15,170,97,142,2777
23198,13,288,1158,184,4800
61124,221,3835,306,3054,17864
52635,120,1508,575,1132,11468
43621,46,502,755,384,7731
52219,10,221,590,178,5947
19079,45,1663,1227,1090,16839
6139,214,8441,1385,5739,102008
23974,1444,29954,1144,20414,156161
24128,35,1256,1141,858,29168
5173,36,1410,1397,873,15359
67670,10,158,113,114,6785
59814,27,436,355,279,7672
27321,749,18933,1071,12814,67467
49604,181,2142,662,1689,19325
27570,92,2926,1064,1842,41037
19120,45,2426,1226,1652,18054
29432,1160,21786,1029,14859,117359
63302,13,116,242,94,1877
33972,32,362,948,262,13911
4064,169,4041,1411,2860,33191
15108,164,4513,1295,3051,31175
35711,40,1022,907,725,14540
30961,6,304,998,195,10818
28175,6,545,1053,309,10108
30760,446,13430,1002,9737,190508
3504,76,1864,1417,1458,112782
49618,176,2882,651,2324,34864
35840,8,264,904,213,6948
6732,10,265,1378,199,9695
25266,19,328,1116,278,16131
32672,2,98,972,57,3374
69058,4,91,66,81,2756
661,373,17870,1441,11113,199857
35680,73,1159,897,949,13895
67029,33,452,134,427,13807
59539,548,6135,364,4934,34653
39898,12,365,813,250,6670
37685,5,225,854,173,4245
5851,43,978,1389,635,10394
56505,1,30,457,24,6382
54926,27,193,501,158,5459
69782,8,157,42,115,6595
23173,267,8384,1159,5797,68052
20779,267,4219,1198,2969,24473
58689,681,8179,392,5820,61737
26010,35,1951,1099,1011,17779
65821,85,1391,171,1150,12261
12244,68,2214,1333,1126,62845
58470,259,4222,399,3212,27964
59220,215,2038,375,1726,20551
11618,635,6328,1339,3358,58013
31901,7,193,984,138,9778
1735,10,374,1433,303,18028
31693,90,3210,987,2216,32299
15610,122,3771,1287,2559,32382
61747,24,267,287,232,4223
61584,55,756,292,607,10031
40295,36,471,807,362,8113
64354,37,283,211,231,3838
57780,2,36,422,24,6048
9991,36,1121,1351,712,12214
51969,859,9515,599,7875,56983
66148,56,583,161,463,4423
14572,11,572,1301,385,20607
38633,239,3060,830,2452,34350
27119,1224,32732,1075,17906,135168
55972,771,8958,473,7375,55339
30324,11,302,1011,195,10729
69990,2,19,37,19,883
8774,2,63,1358,44,6091
17365,136,2775,1258,1954,15142
58646,443,5579,393,4506,87756
26828,101,2306,1081,1415,14256
49823,43,433,656,381,6071
10626,1021,78434,1347,47827,343482
64804,23,663,173,526,16017
11506,92,4349,1341,2501,38191
25800,36,963,1104,580,31699
23375,1146,26877,1155,15569,123103
53095,206,3024,561,2626,27941
57122,37,699,440,527,15343
57667,29,381,426,305,6885
40201,0,0,808,0,2079
14154,15,543,1307,385,8989
62905,29,382,252,351,4016
49983,8298,140023,652,108925,434127
50834,233,4123,631,3258,67792
44278,197,1888,748,1419,17131
19673,91,2188,1217,1484,17774
65632,8,51,176,41,3203
795,12,265,1440,174,32574
28986,87,2123,1037,1277,16537
41067,3,63,794,42,4311
37926,70,1396,849,1199,35455
10367,378,14188,1349,8671,65852
37672,26,908,855,801,28173
19684,130,3824,1217,2591,47124
60761,26,390,320,290,5676
22140,45,1112,1176,740,15097
56187,107,1217,466,925,16899
49004,40,869,674,742,23779
26791,5,62,1082,51,15699
52966,60,1031,565,856,9117
39445,24,604,819,480,13844
19405,0,0,1222,0,20454
18250,4640,144286,1242,90507,374707
32145,1094,28828,981,20099,84146
14310,1,78,1305,50,18556
3643,14,413,1416,308,17396
58322,295,2438,404,2008,18667
12611,183,3818,1329,2253,51645
23406,60,1453,1155,1088,18297
40245,5782,192080,807,141732,422255
45273,318,3449,737,2633,49672
57855,49,479,419,368,3074
50198,2,69,646,48,6190
14311,15,466,1305,352,23164
6878,20,581,1376,407,17907
70116,11,107,32,105,5986
3386,82,4523,1419,3296,96696
14532,1283,36975,1301,27104,99518
28295,9,272,1050,175,12464
10426,126,4955,1349,3119,26795
57191,58,633,438,489,9640
884,7,302,1439,205,22741
59550,645,16242,364,12524,79816
41296,50,656,791,556,29628
52617,38,411,576,312,12979
28709,45,1017,1042,647,9470
55114,55,1487,496,668,14788
112,34,2003,1447,1323,36864
32257,33,1010,979,659,8391
67073,5,56,132,45,2697
41955,29,327,780,238,3687
15881,16,639,1283,517,15691
65038,37,410,189,308,6005
12736,54,1452,1327,745,15887
60570,290,5382,327,4254,26989
56160,88,1391,467,1129,16157
687,616,11734,1441,7459,71188
19410,30,1983,1221,1456,20058
57308,348,4664,435,3410,34591
64631,10,103,203,81,7347
35827,779,14438,904,10471,156613
35524,365,15693,911,10560,58651
12970,30,1078,1324,563,15719
26228,47848,1234288,1095,725926,3315838
337,663,29191,1444,20523,160134
25899,171,4314,1102,2888,37773
63420,4,52,239,42,4145
64710,6,105,201,83,3745
3658,13,683,1416,485,10486
28342,14,510,1049,321,25129
17426,358,9534,1257,6770,55265
16466,13,471,1273,361,24799
37992,18,290,846,231,8221
27493,13,533,1067,319,19070
12292,40,1227,1333,677,26899
57945,16,213,417,159,5669
33994,791,13579,947,9630,50820
54834,19,128,504,99,7239
5075,146,6756,1398,4374,56529
605,37,2292,1441,1554,65406
66185,685,8269,160,6035,26344
10414,45,1120,1349,735,26753
48946,19,174,681,156,8290
7684,7,351,1365,229,30959
57838,11,118,420,93,3839
22742,151,3713,1166,2539,31423
36340,2,184,890,141,5690
17545,1113,39918,1255,27237,254962
18998,72,2783,1229,1927,54135
14866,9,177,1298,115,9136
26193,46,1224,1096,751,13081
32808,164,4905,969,3352,32642
5183,30,1458,1396,947,13595
70117,0,0,32,0,718
38448,1037,13511,834,10570,77039
29278,1,115,1031,105,8163
19709,82,2145,1216,1652,33004
41686,19,241,784,188,8640
28511,584,13105,1046,9412,52520
54663,89,890,510,773,17846
66357,6,154,156,116,2370
765,92,6554,1440,4096,88983
57832,71,993,421,776,10104
11486,644,35208,1341,19020,217589
3339,198,7410,1419,4861,64420
64788,39,593,198,453,9233
61856,49,493,283,361,5717
24776,16,166,1126,132,11537
10116,3,121,1351,70,2435
48835,81,833,684,596,17328
70307,18,150,25,136,2879
22874,643,19770,1164,13000,58067
53421,26,206,552,176,8684
66927,6,70,137,55,3387
37312,18,458,865,349,9187
21198,103,3367,1190,2273,23429
20782,119,4751,1198,3410,65710
18376,42,2751,1240,2024,49998
12528,69,2571,1330,1648,16094
5481,372,11826,1393,7704,89312
785,165,4333,1440,2881,44489
18169,10,411,1244,305,23869
54359,5,60,523,39,1885
21725,271,10064,1181,6455,100580
50551,2,96,637,66,8836
12476,465,28801,1330,15660,115967
20752,26,622,1198,441,5993
9538,161,4243,1354,2839,23320
47781,10,370,706,129,3224
10060,171,4817,1351,3321,24441
2534,93,1883,1427,1127,10195
35681,9,340,908,222,5481
60969,14,173,312,133,6314
7863,216,8378,1362,5386,105633
17777,113,1865,1250,1386,35336
65958,5,49,167,42,3869
3993,10,350,1412,251,7332
35753,9,329,906,246,8140
1454,30,1561,1435,1047,13608
61087,10,230,308,175,4535
38548,894,12161,832,10054,105812
53626,71,987,547,758,32032
67036,15,174,133,145,3660
10851,10,292,1346,202,24014
66606,3,23,148,18,1698
17606,5,304,1254,241,21855
15258,5,190,1293,142,25822
61248,67,849,302,658,10246
20333,38,921,1205,653,16936
28266,24,924,1051,607,14605
3819,400,6347,1414,4539,29503
69619,9,111,48,94,2929
21534,7,502,1184,329,9249
31326,6,517,993,306,10821
10772,80,2390,1346,1534,27618
14505,227,6408,1302,3954,34780
30929,14,451,999,277,11586
19252,354,5274,1224,3283,39750
7777,7,451,1364,214,25905
26679,1787,55051,1084,34654,325210
44601,63,1761,745,1430,19026
63854,718,12259,227,9909,106560
9929,412,11953,1352,6663,68911
49607,22,321,662,227,15431
56144,14,178,467,136,7005
16412,354,12184,1274,8809,74417
19698,7,331,1216,260,9622
28144,9,106,1053,85,3680
66099,13,198,163,153,3213
32452,306,6843,975,4708,40772
36796,33,944,880,764,12358
3723,77,1975,1415,1363,20162
36192,315,4534,894,3376,33435
11173,6158,443191,1343,221805,942098
8395,2079,91708,1359,57005,223603
2475,370,9960,1427,6410,101598
27807,180,5054,1060,3115,46285
52958,33,416,565,298,4913
62263,4,69,269,54,6500
66960,2,120,136,46,1402
8887,13,873,1357,547,31320
57994,14,127,416,119,4579
33199,863,10296,962,7950,82175
22268,47,884,1174,667,23093
28156,34,634,1053,474,5196
66549,32,651,149,545,11210
62007,22,425,278,338,3984
310,204,5180,1444,3159,40083
38335,28,895,838,620,11344
59334,70,1039,371,760,9289
28357,21,642,1049,399,12029
15367,110,3596,1291,2482,43695
66257,50,658,158,500,4664
32806,28,698,969,441,7330
60970,9,142,312,91,8142
37547,28,554,858,429,9222
851,61,2125,1440,1428,34182
16209,853,23857,1277,14647,184636
65282,112,3124,184,2470,23165
33076,14,336,964,204,20578
34811,4,155,928,119,9179
17605,9386,367196,1254,214634,1068026
18485,47,1612,1238,1218,20296
44410,1184,17875,692,13046,128927
14373,44,1181,1304,840,21314
61092,33,575,307,411,14479
12718,166,4817,1327,2692,48555
16080,6,279,1279,197,10909
50618,10,200,636,140,5318
7235,14,260,1371,178,10113
623,54,1605,1441,1170,20817
55475,274,3459,483,2720,27309
62602,69,605,260,500,6993
16719,10,351,1269,228,14859
67163,1,27,129,20,2370
27266,176,5597,1072,3743,53547
19158,153,2618,1226,1828,39094
66891,5,77,138,71,6996
59556,667,16045,363,12846,97518
68850,39,629,73,480,5238
67430,236,10083,121,8084,41582
15452,29,1434,1290,948,18458
26220,11,162,1095,118,24048
5756,53,2327,1390,1534,47479
23093,178,3051,1160,2053,41424
51701,145,1388,606,1151,17195
29930,14,575,1019,329,19047
31898,25,545,984,313,4554
16707,41,581,1270,440,5559
25134,41,1934,1118,1240,24515
34686,37,1123,931,562,10991
17107,49,1832,1263,1318,27659
25617,38,1657,1108,964,28662
65112,136,1284,188,1001,9285
11585,10,541,1340,297,7953
33111,3,148,964,93,3390
22125,178,5276,1176,3677,35911
18194,13,215,1243,159,11924
29151,20,648,1034,388,14191
70424,5,96,21,90,3766
59103,42,479,379,349,13534
61462,21,278,296,216,3777
7497,90,2588,1368,1819,35775
30743,77,2948,1002,2042,33419
50419,59,594,641,467,5136
24843,193,5723,1125,3794,91779
68409,13,209,90,187,5346
60089,5,37,345,30,2635
7730,116,2032,1364,1318,37451
67545,121,1742,117,1516,19959
5513,12,239,1393,154,10738
61223,259,3004,302,2428,16883
67974,12,207,103,140,4247
8990,147,3539,1357,2273,15351
43151,9,255,761,209,4787
2040,15,681,1431,469,15997
55996,19,151,472,108,4443
26729,167,2075,1083,1435,54519
5419,11,434,1394,306,20564
53447,6,75,552,52,3372
6940,232,3718,1375,2496,46202
51886,1295,15237,601,12201,67019
12955,298,12947,1324,7739,86888
13281,1576,69308,1320,45783,344799
30972,48,898,998,634,20374
54468,41,214,518,162,4214
6478,83,3242,1381,2235,21436
19317,33,1080,1223,728,12046
21635,0,36,1182,27,2699
55899,209,3372,475,2568,23579
18200,18,400,1243,308,6765
11828,94,2824,1338,1632,32415
44224,45,852,748,625,9559
1428,426,26543,1435,17568,241255
14398,460,18619,1303,12865,195484
21210,8,374,1189,260,11639
8780,34,1431,1358,977,12705
17218,413,11304,1261,7942,52056
18899,25,1398,1231,1046,20525
6804,68,3020,1377,1950,33579
25875,52,1177,1103,1053,22033
523,513,13628,1442,9264,98371
9503,323,8971,1354,5592,69773
57684,22,248,426,173,7357
68094,7,86,99,65,2721
70736,0,115,10,387,7976
12371,55,3144,1332,1523,25524
3014,30,947,1422,722,9387
41902,503,5951,781,5046,51382
13579,0,22,1315,11,11577
1737,113,2516,1433,1683,39766
29921,12,375,1019,240,9892
42762,47,549,767,438,8163
36453,346,5310,887,4081,37460
21131,42,1693,1191,1170,24206
40502,58,1096,804,857,12557
3368,33,1229,1419,849,32104
62837,6,73,254,41,4115
15323,5,143,1292,100,11950
57966,17,241,416,188,5873
53503,32,315,551,264,7125
35738,35,899,907,605,8544
25113,5457,118634,1119,74865,575550
35262,203,7515,917,4842,54460
33314,128,3783,960,2725,31122
16339,105,2252,1276,1604,26059
2315,98,4015,1428,2978,67543
6496,3026,78533,1381,45947,221556
51048,14,192,625,152,9557
67041,21,840,133,609,9568
52992,65,519,564,362,5803
454,283,25590,1443,16281,171399
18210,48,930,1243,706,14904
52410,8,109,584,85,4448
4628,54,702,1404,473,13169
49984,83,1809,652,1435,16185
15176,46,1078,1293,746,16697
27116,206,4504,1075,3120,29433
22844,483,14428,1164,9308,60609
58449,34,490,400,335,4844
67318,21,488,124,303,5967
6711,9,569,1378,416,8100
56319,176,4077,462,3418,31441
64055,80,1833,220,1299,21161
21292,14,478,1188,323,18216
35896,29,1145,903,875,20672
36816,138,1871,879,1418,27050
3057,15,628,1422,488,9870
60165,76,427,342,349,7009
2260,3228,126550,1429,79151,525177
58751,53,743,390,601,8434
58883,0,755,386,530,11272
57750,23,172,424,142,2425
13443,137,5278,1317,2833,34924
14906,816,39797,1297,26981,248449
10193,22,682,1350,401,8724
19936,1924,50192,1212,35201,188229
64301,22,223,212,201,8576
14624,73,2239,1300,1542,28967
22003,8,683,1177,456,22094
60121,6,194,344,153,5419
26118,40,1181,1097,782,22146
67083,27,600,132,455,8681
56016,35,388,471,313,5922
63391,36,578,240,439,6785
8187,72,1613,1360,1059,15317
50669,59,695,635,541,5594
54062,309,3338,533,2379,17427
38360,12,251,837,203,10505
57214,8,107,438,86,7248
41874,151,1659,781,1244,16792
60639,11,151,324,110,8637
29576,188,3249,1026,1687,13465
62454,21,205,264,176,3585
54283,18,302,525,234,7011
69792,37,1243,42,1051,8981
21634,32,1777,1182,1067,10151
5940,950,33835,1388,22138,317911
21889,83,2029,1179,1484,22864
33317,47,1504,960,1126,9327
52866,46,399,567,290,5306
55370,526,10508,489,8465,68332
61240,37,731,292,562,6294
57428,65,1529,433,922,25509
50670,25,450,635,372,10773
49076,62,669,677,535,8164
59714,1295,17293,358,13952,58911
4837,9,329,1401,226,10172
31190,22,403,995,254,4195
13656,188,3418,1314,2594,26731
24904,59,1647,1123,1155,24062
35006,287,6992,924,5272,71917
53754,19142,260732,543,198151,1352748
34104,33,1473,944,922,11458
9763,866,36437,1353,21548,127130
37947,32,330,848,256,5419
59128,241,2735,378,2217,15059
2825,110,6053,1424,4047,57911
34026,58,1690,946,1309,22049
33293,104,2277,960,1596,17159
33162,7811,192432,961,144352,890215
12535,255,5296,1330,3583,35510
26812,31,1085,1081,701,12664
37932,1,13,849,13,6193
68036,22,547,101,433,5959
42632,28,356,769,277,5896
41086,41,511,794,390,11395
49312,36,2518,669,2156,25453
11953,109,4804,1336,2793,40835
26627,4,202,1085,113,4925
37492,38,916,860,725,24944
28283,1774,23347,1051,17477,106749
70293,6,50,26,45,1119
68989,30,619,68,490,5292
69220,75,999,61,906,9624
8406,16,723,1359,456,17185
15548,100,4787,1288,3577,63925
31703,116,2084,987,1309,22070
12370,38,852,1332,485,17028
27812,266,6403,1060,4381,65829
20757,24,760,1198,532,19505
54778,147,880,507,655,7082
60806,28,312,318,225,11027
32014,17,556,982,318,10704
35870,8,187,903,123,7382
45874,5,132,731,95,4618
18379,67,2235,1240,1648,42434
38818,8,151,826,123,5015
14520,20,1422,1302,1080,15256
63810,13,272,228,205,7273
62028,65,589,277,479,3731
18549,99,1465,1237,1200,19611
12859,237,6795,1325,3999,33040
53018,53,1117,563,935,15968
27701,46,1236,1062,763,8162
70159,44,794,30,791,7848
48025,285,8058,704,6122,26782
29637,2,171,1025,89,6061
99,249,15731,1447,10656,97760
60610,24,448,326,345,6955
49507,18,417,664,329,11028
23218,12,540,1158,378,6057
30953,345,13930,998,9329,59455
10030,54,1451,1351,875,9575
66261,3,67,158,50,4733
42628,38,1108,769,813,14268
68687,2,59,79,47,2528
17441,2,212,1257,165,10565
23843,173,1861,1147,1229,22445
31519,17,347,990,243,12461
26400,36,1874,1091,1126,33236
41278,8,303,791,224,5610
34721,76,1385,930,956,14341
13214,125,5123,1321,3197,90681
31455,58,1060,991,678,11898
14592,33,1385,1301,986,36508
68543,16,180,84,148,3463
64065,80,815,219,701,8020
25445,30,424,1112,275,4919
18826,0,0,1232,0,17817
56109,144,1341,469,1101,10772
69427,9,90,55,82,1340
17578,3,213,1254,152,11903
30737,3136,57798,1003,45121,179136
22124,1227,11577,1176,8350,47135
39290,30,498,821,408,8476
34354,119,2036,940,1456,26171
67077,370,4704,132,3681,32614
20190,65,5131,1208,3610,63879
26653,5474,227187,1085,141995,666450
57376,7148,89994,434,67149,264107
57372,173,2891,434,2214,42600
2217,13,665,1429,483,22692
22034,72,2113,1177,1317,21131
29607,8,581,1026,330,15353
14682,34,927,1300,597,8602
49334,22,341,669,276,8177
30212,30951,629293,1013,372695,1396830
58936,24,486,384,335,10658
1668,27,628,1434,433,22399
64705,23,340,201,259,3975
24924,512,17974,1123,12786,96375
53595,28,292,549,223,5425
70194,79,1473,29,1366,20331
67355,5,92,123,74,2261
28379,19,523,1049,330,16916
59009,97,3153,382,2496,14512
69264,112,1757,60,1566,20394
53366,81,688,554,563,8538
68759,2,80,77,78,2524
69418,3,60,55,47,2628
66391,39,301,154,241,2496
34497,49,943,936,681,11712
54853,37,478,503,317,9620
7768,26,627,1364,375,7455
32237,2529,54576,979,39155,261192
805,11,345,1440,213,9751
13101,385,28730,1322,15547,152955
68420,20,419,89,350,7887
55924,5847,103087,472,75884,574708
66073,234,6484,164,5174,39024
28373,34,256,1049,203,6540
17057,303,5312,1264,3663,20381
69978,8,152,37,128,2355
32576,129,2978,973,1871,21773
44712,25,218,743,176,6942
32062,90,1583,982,1265,14313
4388,783,24121,1407,16699,134566
39206,7,467,822,351,14528
21199,5731,165433,1190,112329,789639
20395,21,880,1204,682,22762
67959,4,56,104,44,5058
32957,31,511,966,337,5033
55090,16,290,497,137,2657
36072,13,439,898,341,5196
31483,19,609,991,383,15215
14807,2,236,1298,151,4158
13099,140,5290,1322,2767,40736
4738,57,2656,1402,1846,29117
56414,1,63,460,54,4055
35175,66,979,919,638,12987
18106,799,19885,1244,13959,88843
16585,30,624,1272,444,17676
55947,14,143,474,122,5015
64548,5,94,205,73,4323
24089,8,247,1141,169,12032
15508,10714,236008,1289,156870,649928
37509,10,344,859,241,4265
919,75,2391,1439,1698,40138
11277,267,15688,1342,9048,159223
35475,35,952,912,733,16524
56382,108,1061,461,851,14719
24990,42,1304,1121,862,7650
49315,5,84,669,55,2964
12398,14,343,1331,222,10682
11949,94,7240,1336,3778,49899
12501,705,22410,1330,14058,165793
17963,636,27306,1247,18996,99133
29898,35,1240,1019,799,16055
20633,15,570,1200,426,25141
8657,46,1101,1358,732,11590
30695,125,2699,1003,1798,30684
36798,147,4255,876,3258,22162
18099,1,87,1245,65,5442
4940,22,559,1400,393,16135
29648,128,2655,1025,1791,18698
6967,23,921,1375,645,26062
60239,34,267,340,217,2779
3298,46,1592,1419,1085,9801
32051,57,1123,982,780,10655
5887,165,7305,1389,5220,53755
64272,10,75,213,70,3065
24971,66,1955,1122,1117,17622
59465,97,2176,311,1801,28508
3653,2,126,1416,84,15542
38306,76,1252,839,1128,18091
13156,56,1970,1321,1253,28289
60939,7,181,313,45,2805
23622,57,947,1151,631,6569
13533,17,875,1316,519,8986
58535,17,103,397,88,5895
65239,33,679,185,527,13015
4116,23,771,1411,500,25215
11682,63,1054,1339,620,21905
70452,6,57,20,69,3102
28123,20,662,1054,413,10736
67301,0,15,124,10,3008
54760,373,4813,507,3949,17496
24552,28,674,1131,553,27834
60491,25,174,330,141,2611
7681,1697,92047,1365,50811,383332
35746,21,577,907,419,3648
8417,0,54,1359,39,4422
51084,23,543,623,383,19017
20367,408,7252,1205,5031,41867
35806,100,1829,905,1327,36340
64980,630,6853,191,5455,21057
25747,22,312,1105,246,5985
64589,129,2526,204,1972,12873
59148,38,808,378,444,6329
4711,16,397,1403,282,12850
22309,15,425,1174,308,33880
19733,181400,5921429,1216,2683063,15242808
18442,7,471,1238,295,6184
32936,28,610,967,389,6291
57615,53,909,428,712,11205
31671,44,1367,988,1112,14155
2498,125,3168,1427,2268,47765
14530,70,3862,1301,2549,33012
14615,62,1269,1301,907,14697
52888,357,4840,567,3766,33773
307,11,452,1444,278,15169
68216,3,39,96,34,3165
13979,49,2483,1310,1374,30713
7110,70,3684,1373,2402,33723
18548,29,735,1237,559,17125
27064,3699,65444,1076,43119,258811
24351,2051,47909,1136,32367,217098
66468,276,4859,141,3690,34031
67588,15,271,115,245,8090
17344,59,1041,1259,800,23996
58518,14,263,397,161,3223
60598,19,457,327,157,7664
17761,260,5645,1251,3932,32585
54833,10,52,504,43,7468
19136,12,297,1226,219,18527
61490,262,2790,295,2218,22738
1419,160,5660,1435,4073,164892
36129,454,13101,896,11230,74249
42286,670,9847,776,8096,55937
41590,25,707,786,563,15805
39146,29,736,822,576,12689
35826,618,8477,904,6577,56928
44445,237,3851,746,3131,30448
2529,16,482,1427,320,45926
37123,159,3141,870,2532,28627
56022,570,10023,471,7643,35281
2749,29,1265,1425,883,21019
4725,39,1189,1403,739,16464
53942,65,1494,537,1270,12178
14518,26,567,1302,403,9543
69322,3,120,58,88,3752
65987,16,330,167,254,2792
21319,13,5252,1188,4191,32104
3785,97,3183,1414,2258,23483
55302,46,1011,490,826,14395
62294,93,1361,268,1117,21234
1782,1063,32693,1433,22532,131979
15252,13,536,1293,398,6760
4417,615,10831,1407,7154,45650
59902,42,503,351,398,11433
6594,5764,128086,1379,77852,366491
5237,528,15488,1396,10669,156781
15843,10,164,1284,113,14394
39991,30,847,812,650,8981
62036,350,7945,277,6072,33316
5903,50,2129,1388,1355,20591
54237,112,1645,527,1342,36062
26789,52,2384,1082,1389,20654
32758,21,436,970,276,8749
474,36,2564,1443,1557,49640
4699,41,1622,1403,1105,12700
4175,2,130,1410,94,30802
46207,293,4203,726,3051,19467
57283,409,9148,436,6301,28474
69366,3,96,56,91,4882
51544,1304,14361,611,10961,96447
31233,27,711,994,622,17069
34517,58,981,936,643,16733
25255,255,9535,1116,6209,43125
12689,734,16406,1328,10058,111858
56265,29,294,464,241,7637
58295,83,716,405,577,14968
5908,13,1051,1388,732,17104
69666,9,82,47,72,4213
10589,11,444,1348,277,16969
36017,952,11764,900,9119,72926
9713,25,1135,1353,756,8416
47082,72,1458,716,1091,14778
30026,5831,110840,1017,73732,247343
42610,5,153,770,120,17711
7857,64,3259,1363,1874,14018
31825,15,440,985,325,5653
22627,260,7773,1168,5097,30161
39054,60,973,823,761,18584
43895,202,6315,753,5094,61712
64958,41,278,192,245,4457
35335,23,610,915,466,20051
21072,43,1706,1192,1177,30092
63925,4,94,224,85,6563
40678,431,7078,802,5654,39595
50661,441,8154,635,6273,69571
67661,26,432,111,306,10448
432,3,229,1443,133,14003
14639,0,131,1300,98,7169
55939,17,360,474,285,5874
61979,310,7157,279,5386,38924
1111,54501,1988550,1438,1359306,3228842
35654,15,513,909,334,3806
31545,220,3141,990,2285,24536
41626,829,13863,786,10329,57262
43218,1,55,760,37,1675
12900,66,1968,1325,1158,25751
26711,10,218,1084,140,5204
18688,140,3466,1234,2477,65929
66889,19,190,138,148,3741
22752,0,51,1166,44,11279
37029,1,12,873,6,3810
32463,97,1570,975,1120,39116
65588,4,63,177,32,2549
70101,1,36,33,31,2094
51581,0,51,610,32,6055
29179,118,3011,1033,1799,23613
29263,25,726,1032,480,9214
32645,106,2400,972,1758,29558
37980,38,843,847,741,38220
58688,43,487,392,340,8234
30070,196,6292,1016,4071,25686
1033,4,579,1438,375,11676
57095,9,70,440,65,4969
19082,13,544,1227,419,7373
66802,4,59,141,45,1510
65444,23,440,180,375,13116
24316,9,183,1137,145,6013
47557,766,10777,709,8565,84564
34273,162,2527,941,1958,43134
40648,159,2425,802,1822,27588
51115,44,488,623,389,4005
70379,27,517,23,527,7687
24155,24,842,1140,634,18729
50376,7228,109436,642,82202,322692
22339,67,1714,1173,1060,31325
51798,1307,17335,603,15019,178787
36803,161,1333,880,942,7973
37874,1068,18471,850,15441,110896
59023,25,199,382,154,4670
37196,146,4231,868,3370,41428
52083,220,3159,595,2557,26881
23802,201,5585,1147,4043,52787
495,46,1706,1443,1216,19415
3707,226,5045,1415,3621,60681
23324,150,4452,1157,3115,85091
45508,6,61,735,46,3536
17191,10,1079,1261,754,15482
34146,22,657,944,428,6283
11553,15,544,1340,285,10130
57138,10,322,440,148,8168
30136,137,4090,1014,3085,95422
50522,20,189,638,165,4629
30441,279,8696,1008,6048,42893
2215,634,10737,1429,7253,163630
35856,1,68,904,55,5145
5965,752,19421,1387,10537,87382
68570,31,337,83,254,3512
11980,3,319,1336,166,12468
23149,128,1664,1159,1165,14624
24650,38,2252,1129,1628,34035
46740,39,611,720,524,11250
54375,75,908,522,719,8739
13128,1011,46843,1321,28368,157893
53782,8,76,543,70,7427
41213,65,1161,793,840,7352
66915,1216,24506,137,20023,137962
55126,51,487,496,377,9772
38881,2,79,826,44,4302
6215,13,557,1384,338,10736
62420,20,306,265,246,4529
49847,685,9614,656,7527,53390
6178,1898,77594,1385,51955,181168
63224,1,23,244,11,2224
44406,97,1699,747,1225,28129
3622,82,2539,1416,1756,62934
14503,268,8013,1302,5341,122444
70347,9,108,25,96,2582
638,172,5988,1441,4076,74038
62218,81,1732,271,1432,20650
62223,208,3860,271,3104,14440
66791,8,152,142,114,4220
10114,18,879,1351,561,8097
61824,97,771,284,599,6690
62991,114,1122,250,926,5701
18357,18,702,1240,552,23871
65319,218,1775,183,1397,10703
38390,8,272,836,203,9434
49156,20,279,675,208,5268
15159,1,107,1294,78,9211
66275,5,78,158,60,4916
21377,10014,451595,1187,250163,1066082
69987,5,48,37,40,3996
64986,27,891,191,669,7771
8667,16,717,1358,439,13372
12462,9,826,1330,465,10833
52727,21,323,572,274,5728
24485,232,6839,1133,4664,54991
24733,46,563,1127,438,8466
62921,69,1139,251,911,10093
23574,2748,60952,1152,42798,190086
24476,78,1520,1133,1051,12843
32823,72,2090,969,1393,19844
14507,145,4597,1302,2538,23992
8507,651,10664,1359,7146,44125
30617,82,3658,1005,2173,19692
847,144,6844,1440,5143,66045
51249,46,519,619,388,6814
59618,9,109,361,78,2352
24164,17,795,1140,585,38791
52352,3230,45294,586,35036,222291
16920,18,657,1266,457,36449
58296,3175,34907,404,27297,140202
57558,33,633,429,546,16491
12172,37,867,1334,511,5212
68003,1,12,102,10,1031
3048,134,5828,1422,4193,49271
