Mod,likes,downloads,time,unique_dl,views
22303,2446,62111,1174,42642,255917
49875,67,774,655,625,11959
56542,108,1757,456,1381,15384
15237,0,0,1293,0,14963
38977,51,627,825,558,11896
64070,18,153,219,102,5901
27323,6,123,1071,110,12009
50585,9,121,636,82,8696
70137,0,40,31,33,2365
26529,3,206,1088,130,6156
28914,25,540,1038,307,4840
29306,18,604,1031,334,7995
27312,0,100,1071,68,5162
57773,47,675,422,485,11872
69424,22,472,55,396,3260
33817,13,1003,950,754,23816
64769,2440,86649,182,65148,299482
43369,12,329,758,241,6506
33953,23,586,948,383,13289
21857,1093,25008,1179,15756,148845
49007,144,1920,679,1507,13963
35490,197,5156,912,3529,90374
57680,37,362,426,282,6295
56587,29,458,455,364,7053
10300,120,7204,1350,4419,41941
8026,1004,105026,1361,53935,380364
4878,27,1048,1401,768,12999
13570,11,436,1315,265,20152
62517,21,410,262,335,4061
31549,524,9097,990,5942,45492
32670,105,2456,972,1668,23107
24291,7,136,1137,84,3826
66925,13,210,137,129,3782
17236,99,2130,1261,1543,39137
37111,137,3027,870,2595,77954
62809,233,1952,254,1645,7472
68162,49,1210,97,970,11261
64500,15,129,206,91,4557
31880,89,1662,984,1104,9268
33385,714,13328,950,9376,109278
38803,41,1244,826,879,14798
56094,116,973,469,776,7565
69568,5,49,50,44,2313
32119,90,2947,981,1993,35983
33052,162,5480,965,3628,28386
22327,495,20680,1173,12855,126749
10686,188,6642,1347,3748,41057
61225,51,503,302,415,8717
6173,3357,249798,1385,145882,814280
29980,6,775,1018,387,8826
11536,234,16678,1340,8399,74820
19990,263,12763,1211,7753,123902
5187,12,403,1396,293,8225
61900,9,82,281,72,5452
12436,311,10035,1331,6328,101596
4352,38,1742,1408,1213,25301
32138,3,125,981,83,4588
66428,994,12068,149,9418,54087
17211,16,760,1261,582,17648
37729,155,2195,853,1746,19354
66340,5,47,156,42,2624
25856,32,636,1103,387,4338
55066,26,242,497,176,4883
12963,248,6707,1324,4108,74018
24632,33,1286,1129,843,18919
35126,424,12529,921,9613,70209
6195,9,955,1385,607,10041
184,235,13096,1446,9400,110067
25479,18,596,1111,502,28587
32091,246,4282,981,2775,19076
28497,16,465,1046,279,4624
57390,12,177,433,126,4158
5446,4,394,1393,289,7191
50221,71,1637,646,957,19121
24472,149,3588,1133,2518,36777
30000,119,2362,1017,2113,36387
15354,153,10138,1291,6513,51505
24555,52,1760,1131,1126,19472
8412,221,4139,1359,2680,32658
34843,137,3087,928,2302,35754
66216,5,144,159,115,1755
15325,411,18502,1292,11742,99420
9428,23,2509,1355,1506,19970
34476,0,0,937,0,2888
20165,9,416,1208,339,25462
31892,112,1507,967,1081,19083
49144,17,535,675,418,5080
5606,76,2458,1392,1562,16028
53628,126,1861,547,1365,28829
7064,16,413,1373,291,10224
24502,10,420,1132,308,15484
52341,39,452,586,385,10986
7457,2,252,1368,169,8856
47415,11,336,711,263,6429
70107,83,1405,30,1482,15478
27880,15,770,1058,494,7145
22730,863,23024,1166,15267,122368
26495,15,724,1089,440,12714
38075,96,3558,844,2855,58073
25865,102,2169,1103,1401,36726
20053,1,51,1210,35,8234
39959,10215,224406,812,168498,897204
50960,134,2522,627,1934,29318
68560,227,3123,83,2665,25815
13708,4,377,1313,231,14065
57234,49,503,437,402,6856
30604,99,764,1005,569,13051
56131,179,1634,468,1312,12291
1849,11,437,1432,331,11865
30638,4576,128129,1005,89643,529502
62092,128,1570,275,1339,23960
58967,20,195,383,174,10542
31422,11,311,991,186,9986
18565,33,2446,1237,1825,24314
21388,274,6051,1186,3823,23338
29810,845,16735,1021,11477,115291
5425,51,3023,1394,1873,63301
65397,7,76,181,63,2675
4726,11,497,1402,369,17699
883,141,3625,1439,2551,52349
68256,288,5949,95,4507,38223
59395,41,641,369,540,7314
57486,45,293,431,236,6249
58999,58,598,382,486,8150
56275,799,20742,464,15403,165467
9521,541,17655,1354,10839,71718
12180,2480,104888,1334,66337,453162
50261,2,47,645,37,2649
15844,12,469,1284,290,7133
69660,68,764,47,681,10941
13036,1662,43525,1323,28822,134001
30821,128,3722,1001,2394,26520
53009,41,468,563,391,6688
34382,46,1035,939,733,12426
44197,2680,46543,749,36163,163673
66683,18,157,145,122,3945
6132,50,1759,1385,1207,48749
8441,57,1280,1359,898,14119
60589,74,688,327,517,11804
30372,14,1159,1010,708,27480
34764,866,36987,929,26545,186906
65695,3,110,174,81,5832
52946,23,588,565,480,18207
32632,41,709,972,483,9163
27896,65,1916,1058,1298,19782
57073,11,165,441,114,3386
16767,5,43,1268,33,3929
23360,36,2043,1156,1707,19598
3545,310,19523,1417,11549,97937
114,2269,127825,1447,81373,805162
1842,124,3789,1432,2709,50512
16230,0,227,1277,142,4302
60317,404,5776,337,4474,19496
46344,2,80,726,53,3639
50395,189,2639,641,1923,33442
20685,25,744,1200,529,12100
66647,10,142,146,122,6640
58094,39,811,412,650,14198
15580,0,0,1287,0,5627
50942,33,411,627,328,10253
63548,9,98,236,66,1531
376,37,1465,1444,1062,54583
261,120,5183,1445,3135,37837
11366,35,1770,1342,944,11411
60984,39,398,312,299,9507
26504,22,571,1089,412,22802
8148,2,249,1360,172,9962
27237,5,443,1073,284,10377
33392,65,459,958,382,8283
24827,225,1806,1125,1287,21712
57325,14,214,435,164,5248
5972,30,688,1387,479,6957
8602,5,349,1358,236,12992
2379,48,1259,1428,880,16983
22025,49,833,1177,562,16855
60540,8,156,329,114,8284
64691,126,1773,201,1509,12123
1952,2377,87271,1431,53912,300335
11558,31,1006,1340,601,14371
48910,272,4793,682,3796,58193
50426,26,457,641,319,20598
10559,351,17529,1348,9539,55103
55241,5,64,493,44,3045
8600,24,1077,1358,718,15513
3849,57,2206,1414,1504,58533
59,36,1079,1448,809,23726
16544,62,2031,1272,1365,28827
14080,19,798,1308,457,19741
58446,10,250,400,177,5360
17559,489,13036,1255,9120,68231
50578,80,1712,636,1281,19340
34272,302,4156,941,2993,41163
32810,81,1935,969,1306,9469
14658,8,243,1300,189,19920
66971,1581,35103,135,26472,189332
2176,579,50094,1429,32832,280325
24899,5,279,1123,207,7419
18278,184,6910,1242,4392,49852
60601,74,1411,326,1138,26493
37454,29,482,861,367,9461
11383,10,473,1342,319,15820
17150,38,845,1262,538,7496
32558,699,11505,973,9022,64336
61052,34,506,309,420,16728
38517,11,147,833,110,2051
23526,23,258,1153,212,18435
55495,17,253,486,182,4714
14809,343,9329,1298,6320,76198
21923,103,1960,1178,1109,16727
1244,117,2781,1437,1944,31576
50513,62,1004,638,757,13408
10001,158,8214,1351,4746,24666
36958,982,17670,875,14277,106056
14087,1707,45395,1308,32567,149357
36333,221,6702,890,5076,23659
56291,38,676,463,514,13975
52487,5100,84663,581,64526,844412
7257,7,454,1370,261,22410
13230,3360,89353,1320,59351,586034
52161,14,142,592,108,9962
67597,28,291,115,253,8790
64276,168,2672,213,2186,82573
51430,28,348,614,299,9718
49369,5287,89017,667,66487,397950
52679,26,333,574,199,10261
7311,45,2201,1370,1334,23033
49455,80,922,666,710,17146
21332,283,4187,1188,3092,23149
59887,38,366,352,278,6019
67963,1,22,104,16,1773
2927,47,1504,1423,928,72948
50615,132,2052,636,1640,37009
33028,188,4853,965,3183,41454
22796,29,568,1165,344,12746
28320,9,429,1050,285,9361
53702,68,817,545,689,13283
31846,31,1627,985,1033,11316
54361,154,1507,523,1208,25236
58952,13,90,384,74,4183
19177,84,2172,1226,1521,38813
37063,397,4320,872,3302,39784
62255,9,96,270,71,4488
27663,65,1758,1063,1390,42307
30093,521,11957,1015,7984,63661
9599,74,2042,1354,1333,32311
47173,1786,28774,713,24113,108824
3165,578,13625,1421,9348,86612
27676,1498,30403,1062,19595,205132
17707,1987,58451,1252,37693,221075
54296,140,2020,525,1635,52218
31117,47,1164,996,715,12375
18522,44,2168,1237,1516,17472
62396,119,638,265,512,9903
54136,7,34,530,32,4226
35381,4,115,914,75,3323
67140,4,53,130,48,2758
32797,6,184,970,147,11297
67989,49,857,103,692,8892
50908,34,376,629,294,5071
13850,5574,150717,1311,94993,450409
66862,8,144,139,99,3728
19694,89,2727,1216,1612,23103
54865,5,15,503,9,2077
54537,31,607,516,409,19607
50849,17,120,630,94,2944
40525,653,12968,803,10587,90961
56547,210,3508,455,2831,24950
65852,135,2950,170,2425,21845
52953,0,0,565,0,2579
29485,68,1280,1028,1170,14924
9055,91,3238,1356,2047,27216
31231,134,4675,994,3762,32230
39055,150,2512,823,2179,31987
62147,110,1445,272,1138,14206
38048,285,8350,845,5971,57744
14578,0,76,1301,42,13276
6977,13,1262,1375,941,13179
67177,3,78,128,65,5632
41191,18,219,793,152,9831
20804,4,104,1197,72,10178
69696,6,101,46,90,3720
51993,59,810,598,633,10571
3121,780,16403,1421,10890,127084
20632,34,490,1200,374,15603
53050,31,385,562,289,5465
7336,7,340,1370,207,13528
20933,20,479,1195,318,7503
57899,33,516,418,420,16883
30828,7,304,1001,179,3958
12948,60,1592,1324,908,21132
30172,70,1185,1014,734,17613
15165,4,234,1294,181,11300
68212,62,1211,96,995,11379
3226,349,30233,1420,19540,129981
57542,7,82,430,60,3588
55285,149,2226,491,1787,15246
33110,1,93,964,67,5266
18845,148,2407,1231,1732,36297
21807,98,3730,1180,2362,50650
47316,6,175,712,141,6132
50535,48,585,637,449,10877
45601,7,173,734,131,4365
41633,79,1527,785,1268,32370
29110,40,2386,1035,1484,35463
51569,3480,58773,610,48369,351169
58101,249,4707,412,3757,26724
61460,2687,32015,296,27099,122674
31872,6,222,984,160,5103
59259,8,197,374,167,7700
27455,203,4746,1068,3330,24783
59070,61,811,380,617,19610
9315,173,3420,1355,2433,34475
35064,1,23,921,17,2522
59392,75,926,369,705,15126
23904,850,21065,1146,13255,119394
20879,26,1213,1196,783,16154
65580,99,1010,177,767,6630
6646,47,1801,1379,1052,18298
69735,8,258,45,245,5415
586,634,15709,1442,10865,131434
28104,88,3105,1054,1589,17603
6989,32,2522,1374,1544,23127
31401,74,4149,992,2472,17893
48802,134,2000,685,1641,16615
59555,12,207,364,179,4061
16569,915,29873,1272,16730,114186
61195,9,72,304,57,5126
15197,281,7254,1293,5111,65999
27397,17,922,1069,561,10850
33795,168,2940,951,1985,45066
7854,38,1087,1363,741,20064
64624,64,839,203,690,6006
11312,205,8441,1342,4969,50509
10549,18,470,1348,345,23724
22900,2,205,1163,153,5541
50269,234,2993,644,2345,45541
23756,24,433,1148,297,21659
15714,43,1742,1286,1269,27325
14884,27335,620522,1298,329610,1574081
39955,298,3901,812,3045,35353
28074,16,648,1055,378,14469
39634,0,0,816,0,19159
45764,376,6313,732,4920,52686
8697,54,1312,1358,781,17555
21775,6,302,1180,201,9932
38430,34,344,835,273,5559
8094,239,18036,1360,12144,127364
35269,6,109,917,83,3392
31600,34,889,989,601,21389
51284,523,7887,618,3810,66639
41804,25,468,783,387,15280
24882,22,734,1123,524,17049
64146,2,39,217,27,8322
59877,33,419,352,337,10532
53505,76,1269,551,1096,19916
67550,13,169,117,147,4844
2063,2645,136045,1430,76833,531828
37080,16,297,872,223,5243
54291,216,2094,525,1748,16131
35476,50,1354,912,967,10916
28844,4,195,1040,120,6011
66465,86,1476,151,976,19791
25499,415,14276,1111,9343,76517
1878,960,31119,1432,23353,62487
50694,71,1410,634,1193,28059
4496,79,2202,1406,1557,81561
20630,43,1610,1200,1112,17187
69398,47,665,56,563,8490
54236,68,553,527,425,6039
23326,122,2668,1157,1886,34933
22343,215,5383,1173,3685,26937
19775,13,376,1215,273,29290
16564,13,392,1272,254,16303
13062,135,4217,1322,3048,58385
31247,5,301,994,186,7221
57819,48,706,421,580,10866
70450,14,203,20,163,3918
29205,20,617,1033,404,9261
46930,23,371,718,282,4492
62907,1,30,252,21,4477
26591,0,0,1087,0,9936
29455,5,225,1028,140,7634
64182,28,373,216,292,10125
5557,154,2476,1392,1515,34919
32316,3,91,978,54,6913
51868,74,769,602,607,6542
43137,509,7041,761,5704,44820
12908,179,11650,1325,7131,49885
30205,67,1904,1013,1497,62729
55416,24,251,488,206,5789
38324,15,386,838,339,27022
29137,3812,117629,1034,74692,519991
11606,66,3279,1340,2053,35621
34014,63,1125,946,800,16966
4752,12,216,1402,141,19781
11069,43,1694,1344,946,25385
69710,48,588,42,522,13908
29003,12,376,1037,251,18221
59558,2525,50684,364,38676,310677
1182,397,7052,1437,5211,50204
63569,6,117,235,88,2953
64701,30,610,201,481,10973
24724,38,1428,1127,956,20297
6959,77,5573,1375,3664,36867
35140,32,1067,920,874,35553
36378,13,343,889,279,7152
65528,833,12274,178,10364,96287
59533,182,3661,364,2896,25576
24898,2820,103059,1123,64526,267573
32479,9,441,975,262,15030
60079,3,82,346,59,4407
55333,8,65,490,57,5665
63918,390,5706,224,4932,44804
28110,3408,110740,1054,78405,225760
16879,16,689,1267,570,36100
30092,154,2414,1015,1642,19616
15591,117,4361,1287,3047,31736
56655,18,233,453,207,10888
55604,168,2641,483,2129,13176
25370,2412,71489,1113,47230,285492
40986,90,8070,794,6610,38248
4950,202,5708,1400,3838,51240
66875,6,90,139,68,2992
13199,70,1642,1321,1098,24906
32515,18,421,974,350,18855
30693,91,1346,1003,964,9160
6931,75,8517,1375,5215,49701
22037,526,16465,1177,11176,164436
15884,1101,20943,1283,13747,74462
63703,6,142,231,125,12999
22701,7852,172551,1167,105202,579111
49943,101,1689,653,1303,50366
52914,79,889,566,743,17259
57381,22,254,433,223,5460
31709,5,115,987,74,6669
13473,95,7125,1317,4137,29780
59637,41,501,361,356,14255
31702,26,916,987,563,7670
15160,776,18716,1294,12578,198003
67407,1,54,121,36,5700
8903,1415,41942,1357,29470,108717
67725,6,134,111,111,8147
7255,3673,108733,1370,63032,237692
68355,32,719,91,547,8667
23886,948,24319,1146,16544,98277
31053,52,1429,997,1162,10033
25503,620,16818,1111,11880,54330
60635,86,1669,325,1371,20296
5264,91,2844,1395,1896,24433
8027,4251,111702,1361,63382,216050
24687,45,1022,1128,756,15606
3492,164,5711,1418,4000,74445
8072,89,4045,1361,2596,21772
22206,12,369,1175,234,7466
5897,12,487,1388,380,15776
16856,67,1128,1267,788,19205
9786,49,2878,1353,1810,37863
22805,37,2297,1165,1506,48931
40302,775,13181,807,10476,45644
37721,98,2022,853,1740,24893
26967,13,239,1078,184,14585
10291,2255,184758,1350,100512,463869
26176,17,686,1096,446,14946
1935,5325,290892,1432,177888,1147443
41580,872,11490,787,7907,55743
36033,2061,43268,899,33771,187857
30984,127,3389,998,2078,19235
5611,87,2777,1391,1766,29651
12685,16,3317,1328,1651,14769
53930,28,277,538,208,5409
10977,11,499,1345,295,9804
2549,24,942,1426,611,23028
57723,24,196,424,165,8619
846,86,2718,1440,2030,50376
6882,309,5430,1376,3995,30315
22040,23,682,1177,435,13699
52878,111,1508,567,1220,49367
50349,1368,23772,643,19091,79206
3283,76,2452,1419,1720,23552
21562,293,7793,1183,5133,42113
7342,10,261,1370,181,9361
34751,52,1449,930,971,6255
19291,1305,39561,1224,27372,247123
69067,41,514,66,396,9320
27684,0,0,1062,0,4970
50991,20,200,626,160,8464
43829,26,602,753,501,17349
6099,465,18437,1386,11645,168204
33698,14,282,952,174,9396
2497,167,4796,1427,3173,46112
12473,107,3310,1330,1851,35430
37936,21,583,848,475,21274
9041,60,1050,1357,723,19362
23976,51,919,1144,619,19128
53661,19,264,546,222,7380
69890,6,81,39,63,4192
7679,63,3480,1365,2189,41607
56556,17,218,455,155,7745
4791,63,1418,1402,987,22763
53408,20,254,552,200,7561
56123,31,356,468,294,5458
54459,18,170,516,129,7690
55560,105,2020,484,1596,22433
15408,14,449,1290,330,10819
68087,4,120,100,80,3930
5872,6,551,1389,333,15786
57228,87,955,437,697,9493
49783,16,237,657,201,6163
65035,168,2054,189,1829,17361
8687,2,97,1358,68,6314
2757,115,3235,1425,2253,16719
63377,10,128,240,116,3444
43057,203,2479,762,1895,32571
12171,121,3324,1334,2079,22160
944,9999,328322,1439,196381,1172287
59021,7,75,382,56,4315
22038,47,1454,1177,975,16788
61976,6,110,279,103,2817
15969,515,14180,1281,9987,132463
65904,25,387,169,326,13217
39134,56,1711,822,1393,27565
2598,8,190,1426,143,11878
27227,5,268,1073,149,4117
23595,1012,29798,1152,21562,152167
52652,72,755,575,651,24806
33998,109,1924,947,1038,10384
21362,24,1482,1187,937,13884
40274,672,10746,807,8691,108622
52553,264,4174,579,3245,23385
70482,10,253,20,221,2453
4141,11595,439090,1411,243796,1266700
107,94,1787,1447,1010,18067
66667,0,14,146,10,2302
68350,202,2506,92,1898,18978
24830,80,2101,1125,1572,17726
31911,45,1012,984,645,8811
14795,4,46,1299,35,4708
54477,18,263,518,168,18201
46406,935,17522,725,12919,178303
25652,100,2922,1107,1702,26780
68393,39,529,90,417,5977
64334,13,167,211,114,7840
2680,29,1041,1425,703,34860
64650,74,988,202,701,4693
23788,74,3095,1148,2304,56705
29167,7487,135158,1033,80931,471899
13119,1,83,1322,51,7777
6120,22,693,1385,475,16947
45342,84,601,736,480,16600
43253,34,909,759,761,21579
9407,25,835,1355,565,13788
10226,61,1520,1350,978,10506
36380,4,66,614,44,4727
16895,40,1820,1266,1300,35577
2263,5,168,1429,118,19606
12522,87,1971,1330,1160,24813
50740,2651,62405,633,42943,285995
12813,269,6005,1326,3977,35911
1953,96,2502,1431,1797,17805
33530,199,2977,956,1869,21741
23779,257,6870,1148,4292,74346
66515,9,107,151,102,6915
61545,153,5758,293,4786,45145
50966,234,2629,627,2159,26123
49739,17,266,658,239,5805
54973,1395,20624,500,15653,129399
7116,3,172,1372,110,18480
32755,32,939,970,584,9560
39392,634,12856,820,9614,63849
50731,798,22474,633,15894,110896
13063,29,622,1322,369,15286
22480,12,577,1171,368,8588
17176,73,1072,1262,803,20302
1127,32,1164,1437,769,26211
15293,3,68,1292,42,2809
47672,80,1165,708,942,17414
67290,15,366,125,328,4778
68790,10,99,76,81,2895
58290,102,2323,403,1730,21263
54484,100,1123,518,888,9856
19336,80,1328,1223,847,10568
25324,171,3987,1114,2951,55878
16648,210,3263,1271,2195,46563
17626,44,1380,1253,1095,52360
69825,30,246,41,214,2537
61762,93,2262,286,1671,55412
55550,6,64,484,51,6832
16562,29,1637,1272,1038,12743
24126,29,768,1141,572,9080
22899,2912,67195,1163,44081,494506
1676,12,680,1433,539,16421
28351,168,2918,1049,1905,26110
5729,618,26272,1390,17641,92629
31332,984,24153,990,17527,116651
15087,78,1935,1295,1440,16600
64918,220,5126,194,4117,25624
37774,5726,135754,842,102177,398422
19040,12,332,1228,243,13779
66360,12,107,156,65,2828
30612,3417,67493,1005,42279,319886
66930,154,4453,137,3462,28836
7699,25,1829,1365,1203,18790
56541,25,204,456,189,6717
69082,43,451,66,375,6719
38775,8,183,827,163,15663
62046,591,13930,277,11544,59699
53192,419,3207,558,2682,43042
29298,255,8975,1031,6347,71406
2065,32,1491,1430,1076,15505
20344,48,1251,1205,956,28535
24920,164,3075,1123,2226,25900
13349,48,1526,1319,864,10502
15728,6,601,1285,410,15695
17216,34,2091,1261,1162,29593
41782,22,628,783,479,22930
35892,337,5504,903,4322,69824
32766,26,575,970,369,3493
41594,49,433,786,353,7906
11960,0,0,1336,0,8351
59627,1052,22894,361,16851,117772
182,141,3761,1446,2737,42450
6244,4,264,1384,203,4638
11617,1282,22790,1339,15262,68948
35120,130,1597,921,1235,42723
28346,11,684,1049,399,7598
42885,0,12,765,8,7657
6136,232,5599,1385,3704,67095
22169,34,781,1175,506,21994
58001,172,3763,415,2712,23326
26375,55,1962,1092,1272,20436
61977,32,405,279,324,5646
20437,117,6509,1204,4458,53437
53386,183,1732,553,1394,10396
66852,14,283,139,197,5925
27687,50,1905,1062,1137,23461
6305,5,115,1384,72,5100
48650,167,1640,690,1342,27489
56720,873,11985,451,9219,141938
20148,1,135,1208,97,3479
1541,31,1107,1435,796,28222
4472,56,2385,1406,1484,16101
33196,4277,64774,962,41378,283851
35876,26,672,903,535,25885
62004,1,17,278,12,1953
2661,7,391,1426,275,19011
21397,21,781,1186,608,11084
49147,121,2647,675,2141,35257
51006,18,177,626,156,6245
4289,944,16350,1409,12332,92773
11821,267,7034,1338,3666,28496
57377,7,73,434,66,14724
35791,35,1835,905,1101,11491
27163,16,631,1074,378,5940
69669,26,219,47,190,2349
15233,3,198,1293,139,15294
39671,603,4970,816,3834,32271
15747,1,74,1285,47,5895
6368,19,1087,1383,782,10575
47989,5667,103834,704,74836,603619
67607,5,129,115,97,5320
21552,2655,51984,1184,31771,220992
6751,33,1065,1377,684,19152
33271,21,128,960,100,2803
34148,626,8549,944,6217,50655
38495,4,103,833,87,7184
1834,13,745,1432,449,28410
39580,61,867,817,694,19904
59109,9,65,379,49,3287
29484,17,228,1028,206,6963
56597,69,1387,454,1240,12394
49441,1,58,666,56,2648
12508,32,863,1330,553,26814
18593,1807,47600,1236,31562,219041
36464,9,123,886,96,5651
57979,1050,21391,416,17470,85027
61214,8,122,303,94,8930
40422,15,151,805,140,3864
61919,27,430,281,327,6513
64396,6,154,209,111,2567
28960,105,3714,1037,2176,28927
54315,19,340,524,238,6571
4670,1036,28441,1403,18762,100593
59687,267,3763,359,2892,28831
69273,1,15,59,14,1437
65325,311,3654,183,3050,31397
23470,177,3560,1154,2554,21670
3430,13,506,1418,319,12950
62603,945,11036,259,8511,54941
34246,17,1698,942,916,22058
39248,5,143,821,125,6017
11128,1684,76189,1343,46820,183778
59776,30,369,356,288,5827
1050,702,17389,1438,11412,72348
23867,542,9200,1146,5389,69644
6083,23,800,1386,547,16207
3994,402,11969,1412,7581,129669
8695,34,816,1358,519,18533
20487,21,1474,1203,1110,26068
58454,21,138,400,111,4911
67767,4,80,110,64,3316
28324,177,6062,1049,3902,46957
10855,354,14186,1346,8961,76779
9852,1172,15791,1353,11618,108542
42084,2257,39185,774,31221,221345
14826,45,805,1298,657,17390
55732,68,812,479,705,37455
83,667,24984,1448,12764,68497
39939,155,2096,813,1708,23144
20163,23,1152,1208,869,13735
63733,19,356,230,273,12627
34224,2568,36526,942,26617,83314
17524,298,13388,1255,8141,83521
61325,53,551,300,483,9874
1020,9647,364995,1438,214320,1168517
12403,56,2091,1331,1248,12697
12230,549,25031,1333,12707,136478
36934,54,1097,876,851,17286
60154,32,463,343,390,8587
29953,405,7461,1018,5506,98350
17005,47,735,1265,525,11678
15394,144,5623,1291,3735,48004
9402,138,3015,1355,2038,12853
53038,40,641,563,470,11584
6475,426,17948,1381,11490,123703
63136,370,4165,246,3128,46957
11237,36,2196,1343,1207,50133
38485,15,372,833,295,10345
38526,7,230,832,180,6213
16145,0,67,1278,40,7666
3083,221,5814,1422,4013,35881
35543,14,265,910,197,8230
15620,12,347,1287,265,7806
24627,2211,55043,1129,35243,226899
19530,36,1643,1219,1185,67070
53751,497,5904,543,4656,46057
17973,3,162,1246,128,6482
38274,13,204,839,164,3311
69704,7,149,46,135,2068
16692,53,637,1270,536,5007
9907,5,255,1352,178,13851
18665,620,32049,1235,19618,225533
7390,137,6735,1369,4460,84921
30376,9,346,1010,208,11330
13840,13,785,1312,484,9505
52999,15,353,564,258,17325
8817,40,1326,1357,836,14312
8060,1594,34241,1361,22094,89563
990,1750,92655,1438,54568,264667
9060,363,5125,1356,3416,62952
64423,20,183,208,145,5863
15313,26,777,1292,563,14527
21308,399,8323,1188,5615,40122
55597,154,2224,483,1789,14938
65216,1226,28354,186,22607,93481
3904,106,6635,1413,4489,91393
63246,154,2426,243,1913,23938
50781,124,2984,632,2036,13638
17300,9,115,1259,92,7319
48231,31,496,701,416,8791
52358,10,235,586,162,5218
24058,32,685,1142,497,12168
10556,223,6154,1348,3991,50671
21054,2,82,1193,61,10469
67360,74,788,123,638,11603
24248,194,3336,1138,2362,30156
67817,1,120,108,46,1990
50678,10,219,635,193,9967
54349,2452,30700,523,22907,98213
16043,233,4294,1280,3451,87632
69558,7,79,51,74,7830
14944,55,1485,1297,1004,12544
7672,151,4990,1365,3078,28094
28027,59,1632,1055,1104,19862
20740,438,9982,1199,7073,83298
26482,1,66,1090,39,4990
34639,54,1251,933,888,22777
8328,2556,69662,1360,42635,195563
42674,104,1985,768,1623,41621
36876,149,1777,878,1451,18765
64885,139,2707,195,2184,26636
15838,4,211,1284,141,9475
28148,19,820,1053,548,10350
68301,200,3856,93,3101,27853
5689,4,309,1391,208,25489
19736,190,5465,1216,4058,85451
10174,7,369,1350,242,25270
37175,291,3256,869,2636,46744
44185,8,266,749,208,7780
57843,90,1548,420,1192,36908
23421,336,4466,1154,2708,21127
20119,3,269,1209,205,19479
1681,63,1725,1433,1204,25435
13429,9396,174329,1317,105799,414747
14481,46,1058,1302,876,52389
58367,115,769,403,598,10908
59480,62,1607,366,1310,11328
33824,53,1143,950,771,9917
40640,1267,41096,779,32723,206498
64661,10,198,202,168,4370
49040,5338,88393,678,60307,242622
3164,16,1016,1421,713,32428
69118,5,65,64,58,1517
64505,20,483,206,374,3633
20528,212,8169,1202,5827,56583
10893,31,1464,1345,964,35248
31585,68,1246,989,813,21188
9412,9,348,1355,211,7740
41307,27,488,791,363,8885
57072,40,381,441,257,3461
68025,5,100,100,88,2556
45474,30,348,735,287,6302
37395,8,215,862,172,7416
52380,6,65,585,64,3164
55599,16,150,483,110,4150
60972,56,494,312,404,11101
60786,2350,39488,319,30368,232889
10202,133,3493,1350,2137,44442
34513,130,3040,936,2161,20187
12275,36,764,1333,488,10983
15896,212,3942,1283,2833,29419
9659,986,30122,1354,18643,99838
49271,173,2923,670,2369,35761
67130,0,7,131,4,2006
23074,71,2921,1160,2061,50763
5095,1,202,1398,181,14962
36250,53,1606,893,1323,17778
54319,24,161,522,127,9275
70535,3,27,12,29,1090
8626,45,1358,1358,818,15869
7069,203,2746,1373,2049,18400
6207,140,6470,1384,4147,80280
29400,13,651,1029,413,14485
28900,426,10256,1039,7391,109345
57293,8,78,436,58,4186
52555,10,227,579,167,4050
29028,32,487,1036,414,22986
238,3675,223188,1445,153058,505542
25973,4,273,1100,175,15709
32184,40,1023,980,593,8868
7358,5,166,1369,110,19545
45891,19,247,730,199,9194
174,129,8303,1446,6171,47465
50120,148,1874,648,1457,23441
38098,16,298,844,266,8891
35413,84,1641,914,1339,11900
26709,3,283,1084,182,11786
65601,0,15,177,9,1170
23194,42,921,1158,822,55360
61389,2,33,298,29,3496
46523,105,2286,723,1785,27423
61215,44,604,303,463,20956
62342,5,18,267,16,3150
50314,51,937,643,744,14430
34434,38,1197,938,806,38402
34313,90,1196,941,815,16916
65331,12,177,183,141,3838
59451,9477,244573,358,182229,866732
50943,44,567,628,434,9223
70345,78,1133,25,1073,9085
6430,12,185,1382,136,9526
4293,480,23407,1409,15170,99420
54696,12,196,510,150,11263
65245,44,854,185,665,11539
31170,1807,36605,995,26285,482212
31774,367,7148,986,4722,37938
18088,43,1546,1245,972,10410
28632,177,5708,1044,3739,71019
37982,1735,34350,847,28276,229150
38572,703,10661,831,8293,71768
16237,745,39647,1277,25548,179496
52418,216,2673,584,2161,33804
1367,703,33853,1436,19944,133390
34760,96,1824,929,896,9732
16348,2,71,1275,49,6125
68618,20,163,81,125,3251
22971,934,19372,1162,12798,167822
70608,19,336,15,313,7524
35861,39,536,904,403,3860
7702,459,14956,1365,10841,46790
62030,5,142,277,98,8853
30489,10,268,1007,155,4885
40284,34,506,807,437,9687
34569,98,2237,935,1648,25974
68009,194,2740,102,2021,13023
38994,45,580,824,467,12031
3629,102,1946,1416,1313,28507
53958,187,2245,537,1878,13719
53298,73,900,556,753,12349
9982,185,10042,1352,6645,92607
7399,2,111,1369,84,17196
7595,198,6246,1366,3843,20449
38187,25,326,841,278,9110
1625,84,5702,1434,3700,44176
66679,0,10,145,8,3833
34145,48,1863,944,1363,15603
58614,19,221,394,182,4908
21682,45,983,1182,695,41268
27752,20,483,1061,335,23382
