Mod,likes,downloads,time,unique_dl,views,dl_dif
29866,6,138,2111,121,3169,17
6203,16,426,3388,369,9007,57
8993,1,33,3219,26,1942,7
35483,16,498,1847,437,12569,61
39836,13,236,1568,198,5303,38
1099,10,254,3802,230,6155,24
1252,2,46,3755,40,2459,6
42565,5,77,888,61,1992,16
40193,38,595,1544,492,10400,103
43743,2,49,134,42,752,7
7518,30,653,3322,598,7012,55
43197,38,441,489,321,3276,120
25278,37,1003,2346,883,7495,120
28599,5,235,2175,211,5569,24
43255,22,291,451,225,3592,66
1560,12,231,3592,206,3544,25
6103,6,297,3391,226,4488,71
23346,290,5297,2434,4152,15780,1145
42997,34,382,687,297,2780,85
1725,7,207,3556,190,7002,17
33973,339,4490,1921,3427,18876,1063
20055,13,312,2611,269,4608,43
28213,668,10723,2198,8033,37456,2690
33095,1,150,1953,119,3462,31
32381,12,457,1983,355,4424,102
42185,1,45,1224,34,2180,11
41896,44,1134,1335,946,10900,188
42733,41,641,806,417,7625,224
28867,4,117,2161,92,2164,25
43447,36,607,300,552,5123,55
27306,361,7144,2252,5693,42964,1451
25270,6,163,2346,141,1674,22
43728,5,30,141,23,488,7
11140,2,209,3103,194,8823,15
17828,8,422,2716,380,4531,42
43341,137,2007,371,1623,15929,384
42130,51,677,1291,506,6385,171
1080,33,884,3807,771,14722,113
42400,25,569,1032,492,6700,77
28113,3,111,2205,96,2155,15
39067,10,143,1613,122,3581,21
43549,0,42,241,26,767,16
43132,4,88,535,69,1703,19
43195,55,856,493,601,5986,255
42719,64,4864,797,3446,18029,1418
43207,71,3579,481,1941,20328,1638
30236,33,563,2093,441,5376,122
1335,9,170,3719,152,3759,18
42582,253,3993,852,3151,23185,842
18440,12,491,2687,437,8707,54
990,14,392,3839,361,27058,31
42836,38,385,749,336,5965,49
567,9,343,4305,309,14185,34
29684,19,509,2120,417,8424,92
43290,11,121,426,99,3159,22
42760,12,225,787,171,3166,54
41584,21,492,1390,428,12993,64
1475,59,1234,3617,796,7630,438
6104,8,249,3391,200,2648,49
37921,4,68,1689,56,2477,12
42558,111,1914,895,1643,9297,271
1117,0,50,3797,45,4327,5
43529,2,68,251,51,704,17
42527,15,386,914,285,3944,101
43150,16,163,516,141,3484,22
43033,19,285,655,123,1490,162
7486,1,866,3325,396,1934,470
37578,27,509,1713,425,12031,84
8537,106,2951,3246,2181,14474,770
35481,46,725,1848,616,17835,109
42513,11,207,921,170,2993,37
4588,6,824,3465,298,2275,526
10472,14,1402,3140,1218,7611,184
22862,7,334,2458,295,6859,39
42826,1,41,756,21,1398,20
43332,38,566,376,447,3936,119
42896,1,52,735,27,1451,25
25670,5,123,2327,109,9802,14
39446,5,84,1590,67,3454,17
28439,11,317,2186,279,12432,38
40073,0,426,1551,389,6134,37
42792,10,145,771,119,3575,26
43046,18,219,640,153,3073,66
41307,75,1046,1430,861,8520,185
1046,10,206,3816,188,10688,18
14703,1,65,2872,60,4247,5
43511,54,763,257,551,4458,212
6095,7,123,3391,115,1668,8
1189,30,10199,3770,4811,17041,5388
6170,20,456,3389,394,9682,62
9874,32,596,3169,438,3852,158
42411,7,114,1026,82,3562,32
42451,51,648,977,536,10933,112
1566,2,50,3590,44,1861,6
40437,9,153,1522,124,4558,29
43283,25,577,429,262,4577,315
22938,34,872,2453,708,8564,164
8380,224,4481,3256,3842,71438,639
1567,4,65,3590,60,2340,5
21885,25,589,2507,517,5176,72
43206,44,228,482,197,2377,31
42156,1,17,1250,15,2373,2
1194,107,2188,3769,1887,26490,301
33426,124,2649,1942,2241,15345,408
14467,3,239,2889,141,4568,98
42875,3,113,735,55,1711,58
1032,7,153,3823,135,3676,18
29479,12,197,2130,158,8142,39
43421,98,1491,316,1203,4523,288
43748,51,736,133,624,7490,112
1114,32,726,3799,650,11109,76
15325,21,364,2836,312,7356,52
43123,23,191,520,158,3241,33
43159,5,126,511,95,1787,31
6845,25,337,3360,264,4785,73
34076,1,55,1918,48,2448,7
29579,22,323,2125,241,5380,82
43705,8,59,152,48,719,11
15606,2,74,2823,58,3821,16
7783,4,788,3305,442,4993,346
6045,2,140,3393,103,3010,37
42321,16,311,1090,260,6799,51
42706,12,237,812,145,5170,92
11932,18,511,3063,427,8896,84
43211,52,578,480,439,3078,139
5408,6,43,3424,33,4082,10
43736,1,13,137,10,432,3
43717,0,17,145,13,680,4
42123,17,394,1294,331,5648,63
15313,42,1490,2837,1323,9155,167
43244,27,214,461,183,3069,31
10031,10,272,3161,247,5041,25
5755,10,2084,3407,1150,6699,934
1597,2,70,3585,54,3453,16
42014,11,188,1317,160,5544,28
27764,7,185,2224,172,3292,13
22281,6,176,2486,146,4548,30
42938,12,137,709,88,2097,49
42240,46,714,1169,561,8676,153
23815,26,389,2412,349,5545,40
30150,26,454,2098,415,5035,39
40402,11,317,1526,261,6140,56
8019,1,71,3284,66,5133,5
1466,1,49,3619,41,3248,8
42235,26,380,1171,317,5169,63
43544,62,906,243,714,6550,192
585,6,112,4362,92,8342,20
1234,30,941,3762,831,15153,110
21297,145,3017,2540,2473,11077,544
7389,36,1198,3330,738,7376,460
42207,39,867,1199,664,12517,203
1059,24,9364,3814,3464,17924,5900
41771,19,449,1358,368,8734,81
26487,9,162,2291,140,3646,22
1077,24,1390,3809,1234,31117,156
28236,5,97,2197,73,2095,24
41220,9,177,1445,146,4311,31
35562,9,215,1842,180,5947,35
11174,11,268,3101,247,6430,21
31167,44,1202,2046,1024,16399,178
42416,32,500,1020,398,4795,102
23233,61,978,2440,801,6344,177
12590,41,907,3028,803,6066,104
1113,64,1678,3799,1503,30171,175
40077,0,390,1551,360,6224,30
43487,0,22,275,17,1717,5
1657,18,448,3570,357,6681,91
42502,12,260,931,218,2840,42
22259,7,115,2487,100,3586,15
43056,32,287,630,251,3150,36
1259,5,98,3750,84,2924,14
27987,20,363,2211,311,3231,52
43754,4,42,130,35,886,7
42137,26,534,1279,429,9370,105
8525,1,93,3247,87,1883,6
43723,0,25,144,13,848,12
29542,32,584,2127,510,5079,74
41951,18,295,1326,255,6497,40
40760,15,200,1493,177,4910,23
27117,1,127,2264,115,3548,12
34852,22,244,1881,218,6688,26
1122,13,219,3796,195,7772,24
43320,46,2428,393,1541,20371,887
40784,18,343,1491,302,6631,41
36711,109,1624,1768,1461,15248,163
22286,50,1087,2486,897,6041,190
21669,26,665,2519,574,7786,91
43427,2,56,315,29,1252,27
2612,2,530,3514,207,2342,323
39024,1,51,1616,46,1680,5
1570,126,4603,3590,3923,31576,680
43401,9,117,324,96,2156,21
6151,7,261,3390,230,3453,31
27969,11,276,2212,240,4451,36
37602,2,143,1712,122,4036,21
42373,10,420,1042,360,7523,60
14461,55,2796,2889,2392,22473,404
1011,18,261,3834,241,5695,20
42395,338,5044,1035,4279,41818,765
43471,28,255,288,215,1950,40
33722,8,152,1930,123,3334,29
42423,8,91,404,75,2254,16
42632,7,62,837,47,1770,15
42247,40,503,1164,429,6789,74
42151,9,337,1256,279,5794,58
1900,2,203,3527,106,7229,97
1256,54,10231,3751,6024,29518,4207
1081,7,223,3807,205,8622,18
42118,108,1527,1297,1294,17721,233
1417,116,3067,3644,2717,26732,350
42334,12,200,1075,138,5152,62
42430,64,837,1003,595,7993,242
1619,4,166,3582,145,3999,21
42016,6,102,1316,81,2952,21
37947,233,6637,1688,5803,28437,834
43105,35,515,584,385,4396,130
6995,16,469,3352,408,7408,61
6122,19,564,3391,509,15842,55
