Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2
"('French', 'Armor - Shields')",41,74,2,0.005193,0.009373,0.000253,-0.00020432601100000002,0.2525929040956995,0.18841060094722492
"('New models', 'Races - New')",100,22,6,0.012666,0.002787,0.00076,-0.000724699858,0.5758143120336809,1.2214390297823183
"('Companions', 'Japanese')",85,21,1,0.010766,0.00266,0.000127,-9.836244e-05,0.08468932189678807,0.16968479320802984
"('Video', 'Locations - Player-Owned')",11,51,1,0.001393,0.00646,0.000127,-0.00011800122,0.28111867901310533,0.13087407566074857
"('Related to horses', 'Polish')",16,23,2,0.002027,0.002913,0.000253,-0.00024709534900000003,0.48815120743949714,0.40738390682489767
"('For female characters', 'Anime')",209,27,12,0.026472,0.00342,0.00152,-0.00142946576,0.7911926129742067,2.1756082033250332
"('Gameplay Effects/Changes', 'Environment - Sky')",168,21,6,0.021279,0.00266,0.00076,-0.0007033978600000001,0.43308391008456143,1.2134298459561468
"('Environment - Weather', 'Locations - Buildings')",14,55,1,0.001773,0.006966,0.000127,-0.00011464928199999999,0.24214660387419956,0.12248237873183479
"('New models', 'Weapons')",100,176,35,0.012666,0.022293,0.004433,-0.004150636862,3.2979116565442546,2.498056090317441
"('New textures', 'Items - Apparatus')",340,22,7,0.043065,0.002787,0.000887,-0.0007669778449999999,0.3357031689022942,1.2926960927613889
"('Gameplay Effects/Changes', 'Lighting')",168,38,8,0.021279,0.004813,0.001013,-0.000910584173,0.5606490672348032,1.1690575384443302
"('Compilation', 'For male characters')",16,180,6,0.002027,0.022799,0.00076,-0.000713786427,1.4101265264769287,0.4249076027768925
"('Creatures - Rideable', 'User Interface')",5,39,1,0.000633,0.00494,0.000127,-0.00012387298,0.43761106579058134,0.15698730859044238
"('Polish', 'Tutorials for Players')",23,18,2,0.002913,0.00228,0.000253,-0.00024635836000000004,0.4061688396076391,0.45895658880516627
"('Armor - Shields', 'Magic - Potions')",74,14,3,0.009373,0.001773,0.00038,-0.000363381671,0.3350770597988954,0.7674852908610602
"('Video', 'Polish')",11,23,1,0.001393,0.002913,0.000127,-0.00012294219099999999,0.2928897373170963,0.20269369814481114
"('Other languages', 'Spanish')",30,45,12,0.0038,0.0057,0.00152,-0.0014983400000000001,2.163821211882018,1.7684398523960205
"('Russian', 'Creatures')",28,46,3,0.003547,0.005826,0.00038,-0.000359335178,0.5370525698129807,0.41952646445439495
"('Environment - Other', 'Lore-Friendly')",62,322,22,0.007853,0.040785,0.002787,-0.002466715395,2.48307193306506,1.1081202654214142
"('Companions', 'Armor - Shields')",85,74,5,0.010766,0.009373,0.000633,-0.000532090282,0.4581257354987406,0.4906445797045309
"('Not Lore-Friendly', ""Modder's Resource"")",76,68,6,0.009626,0.008613,0.00076,-0.000677091262,0.6161702594123772,0.6510651405218085
"('Humor, Joke or Just for Fun', 'NPCs')",58,115,10,0.007346,0.014566,0.001267,-0.001159998164,1.2070046925388327,0.8602990532623284
"('Books', 'Plants / Foliage')",38,15,3,0.004813,0.0019,0.00038,-0.0003708553,0.47612422551630884,0.7566877947430097
"('For male characters', 'Audio - Sound FX')",180,40,1,0.022799,0.005066,0.000127,-1.1500265999999989e-05,0.0068459559785893735,0.014393096061519084
"('Lore-Friendly', 'NPC Vendors')",322,33,23,0.040785,0.00418,0.002913,-0.0027425187,1.2320191279169406,3.7770010156582905
"('Environment - Other', 'User Interface')",62,39,1,0.007853,0.00494,0.000127,-8.820618e-05,0.08879106617846548,0.11178588582630455
"('Clothing', ""Modder's Resource"")",85,68,7,0.010766,0.008613,0.000887,-0.000794272442,0.6838626056275743,0.7637420951731761
"('Animation - Modified', 'Magic - Potions')",17,14,2,0.002153,0.001773,0.000253,-0.00024918273100000003,0.47768325286929836,0.5262898380449363
"('Scripted Events', 'Clothing - Female')",23,86,4,0.002913,0.010893,0.000507,-0.000475268691,0.7835712688025345,0.40683647534718
"('Related to Movies/TV/Other Games', 'Environment - Sky')",64,21,3,0.008106,0.00266,0.00038,-0.00035843804000000004,0.3551846836149077,0.6183405443713224
"('Faction: Thieves Guild', 'Replacer')",3,255,2,0.00038,0.032299,0.000253,-0.00024072638000000003,1.097464511744542,0.12098586087624648
"('Audio - Voices', 'Clothing')",22,85,1,0.002787,0.010766,0.000127,-9.6995158e-05,0.16347963970637713,0.08351210236642989
"('Video', 'Lore-Friendly')",11,322,2,0.001393,0.040785,0.000253,-0.00019618649500000002,0.4673823568486089,0.08813267689988084
"('Companion Friendly', 'Japanese')",137,21,5,0.017353,0.00266,0.000633,-0.00058684102,0.3993102705985051,1.0123579399279776
"('Anime', 'Clothing - Male')",27,47,1,0.00342,0.005953,0.000127,-0.00010664073999999999,0.16230432042852988,0.12317648775234677
"('Animation - Modified', 'Leveled Lists')",17,21,2,0.002153,0.00266,0.000253,-0.00024727302000000003,0.4740223372076898,0.4265700532095893
"('Related to horses', 'Utilities for Players')",16,63,2,0.002027,0.00798,0.000253,-0.00023682454000000002,0.46786062797282146,0.2365054265295097
"('Body models', 'Creatures - Rideable')",31,5,1,0.003927,0.000633,0.000127,-0.000124514209,0.176896380353831,0.43987636130624447
"('Unrealistic', 'NPCs')",57,115,6,0.00722,0.014566,0.00076,-0.0006548334800000001,0.6872453884521793,0.4856495815009548
"('Audio - Sound FX', 'Translation')",40,110,3,0.005066,0.013933,0.00038,-0.000309415422,0.38724720730472406,0.2345538102854247
"('Faction: Dark Brotherhood', 'Magic - Spells')",5,80,1,0.000633,0.010133,0.000127,-0.000120585811,0.4259983514639884,0.106983014593989
"('Companions', 'Clothing - Female')",85,86,8,0.010766,0.010893,0.001013,-0.000895725962,0.771213324182769,0.7667536283324039
"('Audio - Voices', 'Environment - Water')",22,10,1,0.002787,0.001267,0.000127,-0.000123468871,0.2080995274633519,0.3084043795494678
"('Armor - Shields', 'Dawnguard')",74,33,4,0.009373,0.00418,0.000507,-0.00046782085999999996,0.4313812467481076,0.6442836154102193
"('Animation - Modified', 'Items - Ingredients')",17,21,1,0.002153,0.00266,0.000127,-0.00012127302,0.2324803586765548,0.20920777606181046
"('Environment - Other', 'Creatures - Rideable')",62,5,2,0.007853,0.000633,0.000253,-0.00024802905100000005,0.24967370632673352,0.8762222185591763
"('Related to horses', 'Locations - Caverns')",16,13,1,0.002027,0.001647,0.000127,-0.000123661531,0.2443005338456079,0.2709703816030053
"('Related to vampires', 'Audio - Sound FX')",23,40,1,0.002913,0.005066,0.000127,-0.00011224274199999999,0.1850536116270607,0.14047680008569402
"('Related to horses', 'User Interface')",16,39,1,0.002027,0.00494,0.000127,-0.00011698662,0.23111385964316802,0.14826005328113376
"('Birthsigns', 'Lore-Friendly')",3,322,1,0.00038,0.040785,0.000127,-0.0001115017,0.5083329826551888,0.050089805110629264
"('Audio - Voices', 'NPCs')",22,115,6,0.002787,0.014566,0.00076,-0.000719404558,1.2125141127659744,0.5335379652894036
"('Official', 'Related to Movies/TV/Other Games')",11,64,2,0.001393,0.008106,0.000253,-0.00024170834200000003,0.575830739796486,0.23951448060689623
"('Nudity', 'NPC Vendors')",64,33,4,0.008106,0.00418,0.000507,-0.00047311691999999994,0.46882268283539197,0.6515773574725751
"('Locations - Player-Owned', 'Plants / Foliage')",51,15,3,0.00646,0.0019,0.00038,-0.000367726,0.4078415489808024,0.7503028162457649
"('Animation - Modified', 'Guilds / Factions')",17,20,1,0.002153,0.002533,0.000127,-0.00012154645099999999,0.23300452585696546,0.21485797910437
"('Companion Friendly', 'German')",137,57,15,0.017353,0.00722,0.0019,-0.00177471134,1.2075850890751223,1.8625531856568902
"('Scripted Events', 'Plants / Foliage')",23,15,2,0.002913,0.0019,0.000253,-0.00024746530000000004,0.4079938417521382,0.5049246219008259
"('Replacer', 'Locations - Caverns')",255,13,1,0.032299,0.001647,0.000127,-7.3803547e-05,0.037092676214029875,0.16172026282163154
"('Items - Clutter', 'Items - Furniture')",46,19,8,0.005826,0.002407,0.001013,-0.000998976818,1.1663127859066489,1.811409894667769
"('Locations - Player-Owned', 'Utilities for Modders')",51,26,1,0.00646,0.003293,0.000127,-0.00010572722,0.11726109433174174,0.16397712232826767
"('Locations - Player-Owned', 'NPC Trainers')",51,8,3,0.00646,0.001013,0.00038,-0.00037345602,0.41419666184334397,1.0431118777324795
"(""Modder's Resource"", 'Tutorials for Players')",68,18,7,0.008613,0.00228,0.000887,-0.00086736236,0.8340225734544,1.6158642637643736
"('Replacer', 'Translation')",255,110,1,0.032299,0.013933,0.000127,0.000323021967,0.16234652288392104,0.24486831547052856
"('Dawnguard', 'Hearthfire')",33,12,6,0.00418,0.00152,0.00076,-0.0007536464000000001,1.0379229932861405,1.7189063543872285
"('New textures', 'German')",340,57,13,0.043065,0.00722,0.001647,-0.0013360707,0.5847928604345886,1.4022014073273636
"('For female characters', 'Not Lore-Friendly')",209,76,22,0.026472,0.009626,0.002787,-0.002532180528,1.4015323658194696,2.3043486460127
"('Humor, Joke or Just for Fun', 'Creatures - Rideable')",58,5,1,0.007346,0.000633,0.000127,-0.000122349982,0.1273079621926382,0.43223070941280695
"('Books', 'Locations - Dungeons')",38,29,6,0.004813,0.003673,0.00076,-0.0007423218510000001,0.9530332083462414,1.090327329052251
"('Cheating', 'Quests')",50,25,1,0.006333,0.003167,0.000127,-0.000106943389,0.11978566060040237,0.16911992396682787
"('Companion Friendly', 'Leveled Lists')",137,21,4,0.017353,0.00266,0.000507,-0.00046084101999999995,0.31357479475291467,0.7949956627801988
"('Audio - Sound FX', 'Body models')",40,31,2,0.005066,0.003927,0.000253,-0.00023310581800000004,0.2917423328271701,0.3311716451864455
"('New models', 'SKSE (Skyrim Script Extender)')",100,27,3,0.012666,0.00342,0.00038,-0.00033668228,0.2675127824188578,0.5124213190543129
"('Chargen', 'Body models')",26,31,1,0.003293,0.003927,0.000127,-0.000114068389,0.17691381819025812,0.16205608411239839
"('Companions', 'Clothing - Male')",85,47,4,0.010766,0.005953,0.000507,-0.00044291000199999996,0.38134218438140666,0.5115877706469861
"('Gameplay Effects/Changes', 'Utilities for Modders')",168,26,1,0.021279,0.003293,0.000127,-5.6928253e-05,0.03505087491099726,0.08829259963626747
"('Italian', 'Tutorials for Players')",29,18,2,0.003673,0.00228,0.000253,-0.00024462556000000004,0.35930766835625755,0.4557284459604031
"('Performance Optimization', 'Magic - Potions')",33,14,2,0.00418,0.001773,0.000253,-0.00024558886,0.3382253596500041,0.5186993530263562
"('Leveled Lists', 'Humor, Joke or Just for Fun')",21,58,1,0.00266,0.007346,0.000127,-0.00010745963999999999,0.18537834961809946,0.11181421985296663
"('Gameplay Effects/Changes', 'New models')",168,100,8,0.021279,0.012666,0.001013,-0.000743480186,0.45776270349084797,0.5907363263375486
"('New textures', 'Weapons')",340,176,67,0.043065,0.022293,0.008486,-0.007525951955,3.2940794010808965,4.52948565285117
"('Video', 'Weapons')",11,176,2,0.001393,0.022293,0.000253,-0.00022194585100000002,0.5287498251760406,0.1335778588310618
"('Birthsigns', 'Creatures - Rideable')",3,5,1,0.00038,0.000633,0.000127,-0.00012675946,0.5778926633545597,0.44780824994795926
"('New Lands', 'German')",18,57,4,0.00228,0.00722,0.000507,-0.0004905383999999999,0.9138550473462485,0.5148182912985916
"('Clothing', 'Locations - Caverns')",85,13,1,0.010766,0.001647,0.000127,-0.000109268398,0.09407926980429068,0.23943177206183108
"('Companion Friendly', 'NPC Trainers')",137,8,4,0.017353,0.001013,0.000507,-0.000489421411,0.3330220441357562,1.3670184966644519
"('Environment - Other', 'Hearthfire')",62,12,1,0.007853,0.00152,0.000127,-0.00011506344,0.11582641392884141,0.2624351130366357
"('Gameplay Effects/Changes', 'SKSE (Skyrim Script Extender)')",168,27,5,0.021279,0.00342,0.000633,-0.00056022582,0.3449325089728446,0.8526485375253013
"('Companion Friendly', 'Fair and balanced')",137,292,72,0.017353,0.036985,0.00912,-0.008478199294999999,5.7689083402426515,3.991630670629145
"('Classes component', 'Russian')",4,28,1,0.000507,0.003547,0.000127,-0.000125201671,0.49418815787490233,0.18712300735395668
"('For male characters', 'Guilds / Factions')",180,20,5,0.022799,0.002533,0.000633,-0.000575250133,0.34243878247648235,1.0168711635677465
"('Lore-Friendly', 'Not Safe For Work')",322,39,4,0.040785,0.00494,0.000507,-0.00030552209999999995,0.13724940916587086,0.38719575644260745
"('For female characters', 'Clothing')",209,85,38,0.026472,0.010766,0.004813,-0.004528002448,2.5061965026617528,3.89857609132222
"('Magic - Potions', 'Tutorials for Players')",14,18,1,0.001773,0.00228,0.000127,-0.00012295756,0.259694217488934,0.22906542447111009
"('Items - Furniture', 'Tutorials for Players')",19,18,1,0.002407,0.00228,0.000127,-0.00012151204,0.2203335529025917,0.22637247372955766
"('New textures', 'Items - Furniture')",340,19,6,0.043065,0.002407,0.00076,-0.0006563425450000001,0.28727853572080253,1.1901230928307944
"('Hair', 'NPC Trainers')",13,8,1,0.001647,0.001013,0.000127,-0.000125331589,0.27462985637983905,0.3500676442194863
"('Gameplay Effects/Changes', 'Solstheim')",168,10,1,0.021279,0.001267,0.000127,-0.000100039507,0.061594587243259245,0.24988178669560882
"('Related to Movies/TV/Other Games', 'Plants / Foliage')",64,15,1,0.008106,0.0019,0.000127,-0.0001115986,0.11058567732617505,0.2277041706843808
"('Related to horses', 'Magic - Enchantments')",16,39,1,0.002027,0.00494,0.000127,-0.00011698662,0.23111385964316802,0.14826005328113376
"('Items - Furniture', 'Plants / Foliage')",19,15,4,0.002407,0.0019,0.000507,-0.0005024267,0.9110328481368971,1.025144177912538
"('Environment - Sky', 'Books')",21,38,3,0.00266,0.004813,0.00038,-0.00036719742000000004,0.6334513283649947,0.4714280400174591
"('Face models', 'Creatures - Rideable')",37,5,1,0.004687,0.000633,0.000127,-0.000124033129,0.16135649517421444,0.43817683061334817
"('Not Lore-Friendly', 'Non-Playable Resource')",76,18,1,0.009626,0.00228,0.000127,-0.00010505272,0.09560064553657735,0.19570936426068214
"('NPC Vendors', 'Utilities for Modders')",33,26,1,0.00418,0.003293,0.000127,-0.00011323526,0.15594777604554916,0.17562168078280307
"('Scripted Events', 'Locations - Dungeons')",23,29,5,0.002913,0.003673,0.000633,-0.000622300551,1.0259813902270838,0.9140392361150825
"('Animation - Modified', 'Magic - Spells')",17,80,4,0.002153,0.010133,0.000507,-0.000485183651,0.9300969762976166,0.43045205057913377
"('Czech', 'German')",8,57,7,0.001013,0.00722,0.000887,-0.00087968614,2.457079313678319,0.9232274486031137
"('Audio - Music', 'German')",26,57,3,0.003293,0.00722,0.00038,-0.00035622454000000005,0.552484733561621,0.3738563769960248
"('Audio - Music', 'Classes component')",26,4,1,0.003293,0.000507,0.000127,-0.000125330449,0.19438065587206121,0.4946964622935775
"('Japanese', 'Utilities for Modders')",21,26,2,0.00266,0.003293,0.000253,-0.00024424062,0.4213388677395661,0.3788038125212404
"('For male characters', 'Cheating')",180,50,4,0.022799,0.006333,0.000507,-0.000362613933,0.21585926991090107,0.4061583414690088
"('Body models', 'Clothing - Male')",31,47,5,0.003927,0.005953,0.000633,-0.000609622569,0.8660861013709976,0.7041508423889657
"('Environment - Other', 'English')",62,459,22,0.007853,0.058138,0.002787,-0.002330442286,2.345895210985448,0.8848929553507566
"('Audio - Sound FX', 'Environment - Sky')",40,21,4,0.005066,0.00266,0.000507,-0.0004935244399999999,0.617667858606698,0.8513777468768436
"('For female characters', 'Animation - New')",209,7,1,0.026472,0.000887,0.000127,-0.000103519336,0.057296744164893366,0.308978620601221
"('New models', 'Not Safe For Work')",100,39,6,0.012666,0.00494,0.00076,-0.00069742996,0.554146862560966,0.8838703351670387
"('Performance Optimization', 'Body models')",33,31,1,0.00418,0.003927,0.000127,-0.00011058514,0.15229802666312328,0.15710745901234172
"('Audio - Sound FX', 'Dragonborn')",40,41,1,0.005066,0.005193,0.000127,-0.000100692262,0.1260208589625361,0.12447828230026496
"('Gameplay Effects/Changes', 'Items - Clutter')",168,46,11,0.021279,0.005826,0.001393,-0.001269028546,0.7813442092510854,1.4816001655008615
"('New Lands', 'Tutorials for Modders')",18,12,2,0.00228,0.00152,0.000253,-0.0002495344,0.4648734348351072,0.569134631039443
"(""Modder's Resource"", 'Utilities for Players')",68,63,9,0.008613,0.00798,0.00114,-0.00107126826,1.0300907121047047,1.0698247603851598
"('Leveled Lists', 'Italian')",21,29,2,0.00266,0.003673,0.000253,-0.00024322982000000003,0.4195951392495583,0.3572575960537902
"('NPCs', 'Utilities for Players')",115,63,2,0.014566,0.00798,0.000253,-0.00013676332000000003,0.10142891460387939,0.13657903581356826
"('Face models', 'Quests')",37,25,1,0.004687,0.003167,0.000127,-0.000112156271,0.145905718466309,0.17736355843298499
"('Compilation', 'Items - Furniture')",16,19,2,0.002027,0.002407,0.000253,-0.00024812101100000003,0.49017746226683834,0.44990919338868024
"('Leveled Lists', 'French')",21,41,4,0.00266,0.005193,0.000507,-0.00049318662,0.8507949744604464,0.609689583804101
"('Items - Clutter', 'Utilities for Modders')",46,26,1,0.005826,0.003293,0.000127,-0.000107814982,0.1258747848329902,0.1672151267406253
"('Environment - Other', 'Video')",62,11,5,0.007853,0.001393,0.000633,-0.000622060771,0.6261855924934995,1.4819584255941916
"('Audio - Music', 'Environment - Weather')",26,14,3,0.003293,0.001773,0.00038,-0.00037416151100000004,0.5803039922905044,0.7902530012275958
"('Anime', 'Dragonborn')",27,41,1,0.00342,0.005193,0.000127,-0.00010923994,0.16626023249044763,0.13504513474713684
"('Translation', 'Items - Ingredients')",110,21,1,0.013933,0.00266,0.000127,-8.993822000000001e-05,0.06817808903942996,0.15515219287157064
"('Scripted Events', 'Russian')",23,28,2,0.002913,0.003547,0.000253,-0.00024266758900000002,0.40008389824690127,0.3626843689731101
"('Companion Friendly', 'Audio - Sound FX')",137,40,3,0.017353,0.005066,0.00038,-0.000292089702,0.19874959992513258,0.3655632956199871
"('Clothing - Female', 'SKSE (Skyrim Script Extender)')",86,27,3,0.010893,0.00342,0.00038,-0.00034274594,0.2933951947807899,0.521650045482971
"('Locations - Dungeons', 'Tutorials for Modders')",29,12,1,0.003673,0.00152,0.000127,-0.00012141704,0.17833816523963583,0.2769263166212806
"('Russian', 'Items - Apparatus')",28,22,2,0.003547,0.002787,0.000253,-0.00024311451100000002,0.36335232642147874,0.4097552237161371
"('Animation - New', 'Creatures')",7,46,1,0.000887,0.005826,0.000127,-0.000121832338,0.36363822638759696,0.1422401511085921
"('Polish', 'Armor - Shields')",23,74,1,0.002913,0.009373,0.000127,-9.9696451e-05,0.1643686531103302,0.09193087142104273
"('Sexy/Skimpy', 'Locations - Player-Owned')",103,51,1,0.013046,0.00646,0.000127,-4.2722840000000006e-05,0.033454075986686725,0.04738351175184508
"('Chargen', 'Birthsigns')",26,3,1,0.003293,0.00038,0.000127,-0.00012574866,0.1950292782070288,0.5732844557768468
"('Clothing - Female', 'Creatures - Rideable')",86,5,1,0.010893,0.000633,0.000127,-0.000120104731,0.10281128624263024,0.42429882077109204
"('Humor, Joke or Just for Fun', 'Tutorials for Players')",58,18,1,0.007346,0.00228,0.000127,-0.00011025112,0.11471881881156318,0.20539379279497166
"('Related to vampires', 'Locations - Caverns')",23,13,1,0.002913,0.001647,0.000127,-0.000122202289,0.2014738282903302,0.2677728523601308
"('Compilation', 'Magic - Enchantments')",16,39,2,0.002027,0.00494,0.000253,-0.00024298662,0.4800341747615907,0.3079429872219798
"('Humor, Joke or Just for Fun', 'Locations - Caverns')",58,13,1,0.007346,0.001647,0.000127,-0.000114901138,0.11955726918206742,0.25177437929730606
"('Hair', 'Translation')",13,110,1,0.001647,0.013933,0.000127,-0.000104052349,0.22800222904582257,0.07887737065380925
"('Sexy/Skimpy', 'Items - Leveled')",103,15,1,0.013046,0.0019,0.000127,-0.0001022126,0.08003747146015609,0.20855311192518852
"('Environment - Sky', 'Guilds / Factions')",21,20,1,0.00266,0.002533,0.000127,-0.00012026222,0.20746404757180273,0.21258784060922642
"('Audio - Music', 'Items - Ingredients')",26,21,2,0.003293,0.00266,0.000253,-0.00024424062,0.3788038125212404,0.4213388677395661
"('Audio - Music', 'Magic - Enchantments')",26,39,2,0.003293,0.00494,0.000253,-0.00023673258000000004,0.367159254066705,0.30001708677607974
"('Poses', 'Fair and balanced')",5,292,1,0.000633,0.036985,0.000127,-0.000103588495,0.36595124861444606,0.04877061736566714
"('Sexy/Skimpy', 'Polish')",103,23,3,0.013046,0.002913,0.00038,-0.000341997002,0.2678004011935314,0.5638474190672134
"('Environment - Water', 'Magic - Enchantments')",10,39,2,0.001267,0.00494,0.000253,-0.00024674102,0.616317380779345,0.31270103172346797
"('Items - Ingredients', ""Modder's Resource"")",21,68,2,0.00266,0.008613,0.000253,-0.00023008942000000003,0.39692666887945777,0.22124521312295628
"('Items - Clutter', 'NPC Vendors')",46,33,2,0.005826,0.00418,0.000253,-0.00022864732000000003,0.26694742858316167,0.31489344443396
"('Italian', 'Books')",29,38,2,0.003673,0.004813,0.000253,-0.00023532185100000002,0.34564231798217915,0.3021190045131868
"('Companions', 'Environment - Water')",85,10,1,0.010766,0.001267,0.000127,-0.000113359478,0.09760165895024428,0.28315282382910545
"('Locations - Caverns', 'Tutorials for Modders')",13,12,1,0.001647,0.00152,0.000127,-0.00012449656,0.2728001189914222,0.2839500435261826
"('English', 'Polish')",459,23,19,0.058138,0.002913,0.002407,-0.002237644006,0.8496564919832759,3.689183794582854
"('Not Lore-Friendly', 'Translation')",76,110,3,0.009626,0.013933,0.00038,-0.000245880942,0.22375790727114667,0.1863912000568269
"('Armor - Shields', 'NPC Vendors')",74,33,4,0.009373,0.00418,0.000507,-0.00046782085999999996,0.4313812467481076,0.6442836154102193
"('Items - Clutter', 'User Interface')",46,39,2,0.005826,0.00494,0.000253,-0.00022421956000000001,0.261777986201841,0.28415902529940923
"('Related to vampires', 'Body models')",23,31,1,0.002913,0.003927,0.000127,-0.000115560649,0.19052381542333563,0.16417612643260304
"('Companions', 'Tutorials for Modders')",85,12,1,0.010766,0.00152,0.000127,-0.00011063568,0.09525648933464885,0.25233633886389156
"('Humor, Joke or Just for Fun', 'Items - Ingredients')",58,21,1,0.007346,0.00266,0.000127,-0.00010745963999999999,0.11181421985296663,0.18537834961809946
"('For female characters', 'Creatures')",209,46,1,0.026472,0.005826,0.000127,2.7225871999999983e-05,0.015069202362833285,0.031786405899418786
"('Clothing - Female', 'Plants / Foliage')",86,15,2,0.010893,0.0019,0.000253,-0.00023230330000000002,0.19885479008655876,0.47398829621289984
"('Environment - Sky', 'Lore-Friendly')",21,322,9,0.00266,0.040785,0.00114,-0.0010315119,1.779458535627237,0.4633851326060042
"('Items - Apparatus', 'Locations - Player-Owned')",22,51,6,0.002787,0.00646,0.00076,-0.0007419959800000001,1.2505906271525453,0.8229409664280699
"('Humor, Joke or Just for Fun', 'Locations - Dungeons')",58,29,2,0.007346,0.003673,0.000253,-0.00022601814200000003,0.23517706015344028,0.3319769676081008
"('New textures', 'Translation')",340,110,8,0.043065,0.013933,0.001013,-0.0004129753550000001,0.18075767931999384,0.313057902683422
"('New Lands', 'Sexy/Skimpy')",18,103,1,0.00228,0.013046,0.000127,-9.725512e-05,0.1811827214592478,0.07615552183736697
"('Saved games', 'Dawnguard')",98,33,1,0.012413,0.00418,0.000127,-7.511365999999999e-05,0.06027940143955124,0.1034466492825779
"('Environment - Weather', 'NPC Vendors')",14,33,1,0.001773,0.00418,0.000127,-0.00011958886,0.25257930799939166,0.16469796383937768
"('Video', 'Utilities for Players')",11,63,2,0.001393,0.00798,0.000253,-0.00024188386000000003,0.5762488828318124,0.24155792925810904
"('Leveled Lists', 'Locations - Dungeons')",21,29,3,0.00266,0.003673,0.00038,-0.00037022982,0.6386825138350178,0.5437960505032954
"('Related to horses', 'Translation')",16,110,1,0.002027,0.013933,0.000127,-9.8757809e-05,0.1951017852117857,0.07486381980142609
"('Not Lore-Friendly', 'Polish')",76,23,1,0.009626,0.002913,0.000127,-9.8959462e-05,0.09005562587196596,0.16315358589307158
"('Animation - Modified', 'Humor, Joke or Just for Fun')",17,58,1,0.002153,0.007346,0.000127,-0.000111184062,0.21313982790959032,0.11568956635825203
"('Environment - Other', 'Scripted Events')",62,23,7,0.007853,0.002913,0.000887,-0.000864124211,0.8698541304624605,1.4246739102287278
"('Chargen', 'Italian')",26,29,1,0.003293,0.003673,0.000127,-0.000114904811,0.1782110628601932,0.16877295947049215
"('Poses', 'Sexy/Skimpy')",5,103,1,0.000633,0.013046,0.000127,-0.00011874188199999999,0.4194842292160844,0.09298070875508715
"('Environment - Water', 'Video')",10,11,2,0.001267,0.001393,0.000253,-0.00025123506900000004,0.6275427559065697,0.5985266145472596
"('Guilds / Factions', 'Clothing - Female')",20,86,2,0.002533,0.010893,0.000253,-0.00022540803100000003,0.39845436552117175,0.19295234586994475
"('Audio - Music', 'Video')",26,11,3,0.003293,0.001393,0.00038,-0.000375412851,0.582244752032927,0.8943599460892332
"('Cheating', 'NPC Vendors')",50,33,1,0.006333,0.00418,0.000127,-0.00010052806,0.11259994833319605,0.13844740045789206
"('Audio - Voices', 'Nudity')",22,64,1,0.002787,0.008106,0.000127,-0.000104408578,0.1759745235292588,0.10346091543077404
"('Environment - Sky', 'Magic - Spells')",21,80,4,0.00266,0.010133,0.000507,-0.00048004621999999997,0.8281265040903458,0.4258941523397745
"('For female characters', 'Books')",209,38,4,0.026472,0.004813,0.000507,-0.000379590264,0.21009878042390392,0.4873386478783806
"('Saved games', 'NPCs')",98,115,1,0.012413,0.014566,0.000127,5.3807758000000015e-05,0.04318121956837446,0.0399058935627492
"('Items - Ingredients', 'Dragonborn')",21,41,2,0.00266,0.005193,0.000253,-0.00023918662000000003,0.4126202252895274,0.2956884572402019
"('Hair', 'Magic - Spells')",13,80,3,0.001647,0.010133,0.00038,-0.00036331094900000005,0.7960964553405053,0.3223273139409661
"('Related to Movies/TV/Other Games', 'Tutorials for Modders')",64,12,1,0.008106,0.00152,0.000127,-0.00011467888,0.1136379992204844,0.26155801387230193
"('Face models', 'Unrealistic')",37,57,4,0.004687,0.00722,0.000507,-0.00047315985999999994,0.6155405195552389,0.4965795759032948
"('Solstheim', 'Lore-Friendly')",10,322,7,0.001267,0.040785,0.000887,-0.0008353254049999999,2.0865017324968727,0.37525245570612337
"('Scripted Events', 'Items - Apparatus')",23,22,2,0.002913,0.002787,0.000253,-0.00024488146900000004,0.4037339025358995,0.4127333276047488
"('French', 'Magic - Potions')",41,14,2,0.005193,0.001773,0.000253,-0.000243792811,0.3013827452841723,0.5149059828616686
"('Animation - New', 'Magic - Enchantments')",7,39,1,0.000887,0.00494,0.000127,-0.00012261822,0.3659838822399039,0.15539712003336606
"('Japanese', 'Creatures')",21,46,1,0.00266,0.005826,0.000127,-0.00011150284,0.1923532635781304,0.13018038618480066
"('Italian', 'Creatures')",29,46,2,0.003673,0.005826,0.000253,-0.00023160110200000003,0.3401772568179702,0.27039599080333215
"('Italian', 'Armor - Shields')",29,74,1,0.003673,0.009373,0.000127,-9.257297099999999e-05,0.13597180263101466,0.08536225521272482
"('For male characters', 'Environment - Weather')",180,14,1,0.022799,0.001773,0.000127,-8.6577373e-05,0.05153836305176878,0.18285693969108172
"('English', 'User Interface')",459,39,14,0.058138,0.00494,0.001773,-0.0014857982800000002,0.5641729207123867,1.882989115830656
"('Cheating', 'Items - Leveled')",50,15,1,0.006333,0.0019,0.000127,-0.00011496729999999999,0.1287731210570168,0.23457761748196135
"('Locations - Player-Owned', 'Hearthfire')",51,12,2,0.00646,0.00152,0.000253,-0.00024318080000000001,0.2697096048535885,0.554643427454798
"('Gameplay Effects/Changes', 'Hair')",168,13,1,0.021279,0.001647,0.000127,-9.1953487e-05,0.05661600348893567,0.20149088613593977
