Mod,likes,downloads,time,unique_dl,views
23574,12,722,2400,564,9661
32823,1,224,1942,170,5218
14507,15,1104,2863,778,18048
8507,11,310,3225,268,6196
30617,15,302,2048,247,5393
22262,82,3622,2464,2729,42962
18224,13,1186,2674,966,19859
8601,7,280,3220,221,14231
16920,0,4391,2737,3386,39643
34297,11,464,1888,384,3356
46368,0,46,79,35,1402
21528,34,1385,2504,1024,8901
34757,4,152,1865,124,13080
14715,89,7901,2848,5697,56398
2863,45,1003,3487,801,21739
32280,13,505,1965,415,11407
18743,1,151,2651,118,3377
17036,33,2347,2731,1747,29229
7471,386,16634,3303,11936,157316
11895,46,3686,3042,2783,14471
26973,15,831,2246,631,7379
8747,2,349,3210,263,6148
10667,19,663,3106,555,4436
15910,30,3349,2789,2536,22985
17969,20,684,2685,518,7353
1566,1,31,3567,28,1701
26331,1,97,2275,79,8325
5033,17,379,3422,294,6524
42394,17,567,1219,422,7098
29218,6,833,2121,537,7343
4189,641,26867,3457,18764,63042
34788,9,399,1862,305,6405
44819,6,87,637,73,2688
28755,3,239,2144,186,4398
14028,13,626,2896,475,8768
4682,18,782,3439,594,8526
12364,3,167,3017,128,3347
40601,17,156,1484,129,5004
7468,2,37,3303,32,4292
5800,18,1541,3382,1096,17910
15725,2,307,2795,214,7964
35226,2,28,1839,22,3367
34073,6,127,1895,95,3565
9984,39,1037,3140,805,29974
23088,557,22035,2424,15870,136512
8630,31,2015,3218,1599,44693
43260,7,190,1002,132,2773
1844,505,30061,3506,20404,81306
28434,3,107,2163,91,6317
16653,150,9821,2752,7285,57287
14291,65,7100,2879,5006,42067
7355,5,138,3308,106,4377
38510,1,90,1626,67,6683
30235,13,456,2070,325,8335
36305,20,331,1767,246,4927
9387,7,462,3171,338,5272
24619,11,376,2350,285,4865
19859,0,142,2598,109,3181
28099,1,43,2183,25,2703
25882,23,1496,2296,1138,10206
5654,73,7804,3389,5794,179468
3309,50,1279,3479,1015,12445
28771,1,89,2143,75,3145
13636,8,176,2928,147,4586
39107,244,11700,1587,8983,85274
19528,4,169,2616,136,4469
6294,34,1295,3361,920,12086
45754,141,2726,319,2107,30218
37329,111,2035,1707,1432,59261
15192,1,23,2820,16,2587
32056,1,74,1976,47,5489
17237,427,23261,2718,16253,125316
11640,2,141,3054,119,2963
8877,65,2023,3203,1535,11561
2581,95,3403,3492,2248,16958
25225,11,326,2325,274,5398
6622,24,417,3347,369,7525
15178,2,100,2821,83,11937
37009,3,200,1727,169,6275
45021,99,1131,579,872,9891
37223,14,452,1713,386,12037
24339,12,1077,2365,898,12947
32296,16,473,1964,356,23090
1099,5,208,3779,159,4716
3595,695,27672,3474,19294,186298
13127,18,695,2972,515,10771
21864,21,1519,2486,1141,13501
37493,4,159,1696,130,6417
10610,59,3562,3109,2864,41212
30623,14,532,2048,393,11396
15135,2,72,2823,58,3476
42109,7,192,1277,136,4957
18432,3,324,2664,240,6627
12491,30,1051,3010,844,10046
13641,4,116,2928,89,4425
38994,22,735,1595,593,8586
9757,9,82812,3152,27815,13199
24184,5,87,2372,69,3438
11459,125,3755,3063,2679,17769
28427,531,35304,2163,26114,175609
31456,7,168,2007,135,4045
32378,26,550,1960,427,7082
35185,8,633,1841,496,8088
19896,3,202,2596,146,6827
40675,1,94,1478,80,3275
41602,11,325,1364,246,7680
2950,33,871,3486,699,23950
29476,5,86,2107,67,2057
2717,8,118,3490,100,18600
41723,152,3878,1345,2913,47600
38899,22,1764,1600,1334,12064
9743,14,444,3152,359,12874
15049,7,533,2828,417,13120
23821,60,2535,2389,1886,30091
10650,106,15363,3107,11128,76726
24724,31,789,2346,649,8594
3926,9,308,3466,242,6658
35308,82,745,1834,575,5652
15239,4,152,2818,123,5628
41076,250,5303,1440,3627,37580
16142,54,1466,2777,1180,12480
33376,54,3582,1920,2659,40215
45444,3,27,437,19,1125
5388,6,66,3402,58,2348
16815,452,29944,2742,22039,142689
23266,34,966,2415,831,6600
22329,50,1677,2461,1382,10380
9124,50,1043,3189,792,12363
27149,208,5966,2238,4240,31767
43698,21,354,859,272,6662
7688,8,176,3289,131,2722
22672,6,215,2444,190,5147
35649,5,371,1811,297,7013
15922,13,435,2788,328,3629
3075,118,4281,3483,3087,13331
17532,577,42222,2704,28791,296980
5255,30,742,3409,551,5770
19443,93,4230,2620,3310,18382
41931,123,3953,1307,2801,45241
14159,173,9991,2889,6884,72589
14920,243,6846,2835,5390,35799
13326,85,3747,2952,2981,40474
38671,3,129,1615,102,5809
23430,5,130,2407,98,2974
29317,40,3694,2115,2615,25211
2670,5,304,3491,263,6798
34562,4,70,1875,63,6812
15317,609,30417,2814,20479,92914
3937,7,433,3466,247,4920
3419,66,2630,3477,2061,51769
24441,51,1250,2360,990,13493
31490,69,3356,2005,2376,29735
7894,1,120,3272,98,4070
5492,25,1182,3398,953,6957
9012,3,264,3196,199,6453
16361,5,236,2766,161,4288
36241,1,40,1771,33,2023
2178,207,7519,3499,5580,90639
8132,8,267,3250,181,11840
7267,18,797,3314,643,16796
10839,11,1336,3096,1005,14064
20664,2,98,2556,86,4210
42466,6,168,1203,95,5818
6559,0,42,3349,29,1105
35322,72,853,1834,646,6834
19810,1,61,2601,45,3988
39538,64,4643,1562,3564,16999
15067,5,271,2827,192,5869
13924,14,689,2904,524,10783
17299,4,279,2715,238,6685
32419,6,233,1959,168,9610
17292,0,195,2716,150,4752
33678,10,701,1909,543,8051
7971,26,647,3264,515,12244
41153,32,560,1431,386,12394
3180,2,47,3482,31,2952
1883,126,6904,3505,4715,58412
46283,0,13,115,12,1250
15057,153,26379,2827,11374,26964
12580,104,16056,3006,10927,109419
18024,1,64,2682,55,4183
43836,0,298,823,236,4841
34628,13,738,1872,555,12353
3062,25,899,3484,746,20199
37645,87,933,1687,681,8383
4474,42,789,3446,566,14352
2029,28,1156,3501,897,21181
6480,112,7869,3353,5917,58778
14258,11,674,2882,541,22692
33211,11,413,1926,328,6915
2386,49,2388,3495,1933,37471
23794,1,116,2390,93,5806
2826,83,4014,3488,2987,27968
11810,2,123,3046,100,5618
11384,12,382,3068,304,7441
46225,0,49,132,47,1616
37852,7,225,1671,183,11055
33867,2,79,1901,62,2175
8885,4,115,3202,91,3949
20183,1,138,2581,103,6350
35785,86,1373,1800,1104,16734
43347,22,279,978,206,5056
36618,321,4987,1750,3852,26347
37964,66,2392,1664,2011,31254
39728,6,129,1551,116,3483
20627,5,491,2558,399,5986
41386,16,1070,1396,800,15395
19487,175,4137,2618,3084,16083
11787,2,93,3046,77,3291
11520,4,157,3060,126,8386
37503,210,6388,1695,5143,60253
20771,177,4306,2550,3103,25988
7875,5,284,3274,207,10523
8584,13,473,3220,373,5829
27941,0,105,2190,87,5757
41310,2,270,1406,216,7474
46410,12,281,56,223,3017
2569,1,86,3492,60,4703
17872,0,122,2691,99,3666
16439,18,403,2762,310,10741
16749,28,1908,2747,1567,17984
46171,2,25,147,15,878
45698,52,422,345,363,5854
43099,6,120,1048,97,6896
18770,50,2707,2650,2075,14801
24234,19,775,2370,629,8092
6889,19,254,3335,196,4273
2728,3,38,3490,28,4200
34239,2,52,1890,43,3384
4759,56,1532,3436,1183,20907
19585,79,2901,2614,2156,13314
26629,10,403,2262,319,5855
40039,10,207,1530,157,3168
22305,60,2596,2462,1995,16210
30306,29,938,2066,729,11919
36291,13,333,1767,258,6892
22175,20,1496,2468,1125,10328
46413,3,57,54,41,876
25722,6,300,2302,231,6244
41496,21,1049,1379,742,17079
11280,5149,338989,3072,202647,939446
38990,12,349,1595,238,8323
29676,244,5305,2097,4108,23766
10540,46,1578,3114,1227,13909
31869,0,0,1986,0,9929
1110,5,223,3776,179,5006
25780,0,18,2300,13,3128
33855,5,159,1902,136,9559
34162,63,2107,1893,1635,11974
24194,2593,95940,2371,61537,445041
2467,29,594,3494,503,67930
30627,23,1297,2047,1002,6058
35672,3,162,1809,140,2665
45651,12,115,365,98,5381
8228,25,1406,3244,1066,16232
36625,2,141,1749,112,5719
23801,2,35,2390,31,4568
15574,5,217,2802,176,5273
2781,97,2990,3489,2312,31053
43382,3,40,964,32,2064
18437,385,28742,2664,16421,123913
3357,8,269345,3478,95304,8227
16588,6,233,2756,187,2709
34511,14,503,1878,426,8269
28199,7,113,2176,89,2026
18308,14,803,2670,617,7332
6665,1208,59980,3345,40181,195411
44942,15,318,603,276,5898
44807,77,1086,642,961,13114
4213,11,254,3456,193,5852
9166,22,1109,3185,891,15657
18914,102,6503,2644,4941,26272
38104,85,2173,1655,1542,14218
8396,6,146,3232,111,4034
25327,10,234,2321,177,7175
34266,25,1243,1889,895,16409
16288,609,27279,2770,19458,60618
43700,25,363,859,312,5718
43116,0,17,1043,13,3337
30456,4,95,2056,75,6256
31034,264,6613,2029,4750,68209
38741,65,2327,1610,1565,25739
10536,139,3270,3114,2573,77429
42988,13,90,1083,72,4362
3363,11,277,3478,228,5077
11468,5,154,3063,118,2670
8846,11,341,3204,255,3338
42324,6,127,1232,93,6075
46444,16,345,35,294,6169
2790,16,358,3489,269,8734
46262,21,283,123,249,5623
14197,22,691,2886,537,9043
5036,26,600,3422,453,7702
22555,809,61745,2449,43807,258490
12376,27,903,3016,691,30158
45856,4,92,284,54,3552
21859,57,1604,2487,1232,9595
14364,8,528,2873,375,15251
18614,68,3834,2657,2741,17628
29276,4,84,2118,67,2441
43187,7,161,1025,119,4056
43438,5,225,948,191,6611
15351,155,10441,2813,6990,85228
44787,6,54,649,46,2163
7395,68,2041,3306,1478,16478
43980,17,333,802,258,9143
21006,102,3054,2534,2321,24535
19401,16,370,2622,249,7786
30558,9,297,2051,235,5082
6248,8,258,3363,204,4741
37230,55,2138,1713,1704,19020
45947,13,235,242,154,3739
37909,224,3837,1667,3031,25256
32977,14,417,1935,339,8943
26383,14,1115,2272,846,15023
16921,4,321,2737,228,3557
32626,10,486,1950,385,11996
22822,46,3197,2437,2298,26229
30346,15,642,2063,517,6027
30206,16,318,2071,275,4752
37160,7,216,1717,181,5649
42326,5,127,1232,85,4889
30316,15,716,2065,559,17149
44801,19,319,643,232,2926
25971,107,7322,2291,5592,43691
9287,167,6430,3179,3943,19562
18051,14,872,2681,710,22670
11561,8,386,3058,279,3794
28597,74,2336,2152,1769,14300
27040,31,646,2244,489,7075
44835,29,177,630,137,3002
21971,33,5383,2479,4012,11641
13381,2,18,2948,14,1940
43311,12,338,987,227,10167
3070,9,327,3484,280,4792
29971,23,513,2083,393,3907
11707,55,1567,3050,1182,32829
40773,17,761,1469,565,11567
10294,31,1544,3126,1153,13355
36541,0,32,1755,23,1986
14365,8,114,2873,82,6632
24968,43,2222,2336,1735,25896
4562,7,390,3443,189,5248
11443,37,3783,3065,3001,31628
3534,126,3619,3475,2047,13809
39802,4,282,1547,234,6916
17452,7,450,2708,376,10463
25645,9,823,2305,663,14981
13333,29,754,2951,586,9108
3848,14,1046,3468,863,9650
29992,4,114,2082,91,3229
23126,8,189,2422,140,3923
42146,63,1946,1269,1504,35588
31853,14,247,1986,195,3637
17313,5,242,2715,192,4866
3565,58,4272,3474,3286,67045
24298,4,217,2366,153,3967
9617,3,258,3157,219,4904
11116,18,667,3081,495,17918
23558,305,15285,2401,11111,80987
36384,69,2339,1763,1793,12300
30470,4,218,2056,169,4955
8309,1,50,3239,42,3840
42586,206,5483,1179,4146,27075
25839,146,3269,2297,2440,24869
14622,79,4442,2855,3512,39258
40170,8,426,1523,311,7697
21246,15,418,2519,371,5318
18905,50,1272,2644,977,11763
7051,7,303,3325,228,8667
27351,62,1248,2226,1014,10740
34271,49,1459,1889,1215,13591
29877,10,282,2087,244,6838
32328,1,371,1963,297,10519
11164,608,23280,3078,18431,73739
35931,0,12,1790,10,1929
38234,34,1228,1646,947,14315
6142,6,83,3367,63,2767
6822,124,5049,3338,3737,67205
10647,39,1896,3107,1421,39652
37859,5,70,1671,63,2349
2108,11,227,3500,183,8169
3421,31,1675,3477,1318,12835
40679,19,309,1478,240,6045
25621,22,680,2307,510,5188
8079,1,35,3253,30,2009
24701,459,29470,2347,22648,73587
45894,2,120,271,86,3789
29885,3,99,2087,78,2054
13057,31,48712,2977,17750,17451
15950,2,249,2787,186,3774
2879,11,336,3487,281,5262
28620,0,543,2151,416,7187
38865,109,2119,1603,1529,22520
8335,19,284,3237,216,6724
10662,279,15399,3106,11642,86784
25900,25,2203,2295,1429,11723
40440,0,25,1499,18,2237
26496,52,3125,2267,2245,18365
10655,129,4372,3106,3388,27837
34660,13,326,1870,259,7110
4748,33,1770,3436,1376,59629
2252,7,615,3498,516,15846
44614,62,2717,699,1860,20611
23781,12,389,2391,323,10259
12188,49,1270,3027,993,24550
9883,5,47,3145,41,2773
12797,287,11623,2993,8527,34140
2988,44,3725,3485,2915,17356
10349,16,124,3123,105,8086
3740,8,346,3471,292,5103
13780,19,853,2917,556,9739
20101,85,15257,2585,11044,50507
22297,21,774,2462,644,7289
25764,5,151,2301,118,8289
46229,3,12,131,12,1354
29611,6,130,2101,96,3609
25523,8,320,2312,234,8183
34773,47,1184,1864,983,12349
20286,5,409,2574,334,13329
34983,4,63,1852,54,2406
18348,2,91,2668,70,3998
30077,3,204,2078,158,10535
15784,3,65,2793,53,2891
42519,16,331,1191,234,3179
17509,77,2631,2705,2006,18489
29785,9,149,2092,116,4355
43833,85,1049,808,843,15640
26509,1,91,2267,77,6707
6917,3,77,3333,62,2263
17521,13,546,2705,440,7962
14127,160,4207,2889,3107,34073
9497,47,1110,3164,883,17890
2111,7,134,3500,109,4852
6628,14,403,3347,292,17882
5135,308,5436,3415,4356,123081
13640,137,2668,2928,2104,18448
39971,44,647,1535,501,13665
2321,74,2897,3496,2065,42535
32890,1,34,1939,22,2187
2313,37,1041,3497,858,36497
10199,3,157,3130,112,4465
44749,3,40,659,33,2114
31395,3,114,2011,85,3146
22667,0,8105,2444,5995,46767
26088,2,258,2286,213,7880
12468,8,857,3011,689,7406
45403,32,813,444,641,11625
22248,1,67,2464,40,1711
19496,101,4766,2617,3638,31379
18671,0,133,2654,96,3238
15307,14,509,2814,399,7630
41159,3,281,1431,218,7953
6331,26,1006,3359,798,9935
7489,10,366,3301,221,5411
14832,15,1056,2840,756,17792
21837,5,325,2488,265,2624
17497,639,20582,2706,13387,67743
23772,7,324,2391,281,3429
18030,0,62,2682,52,2931
41414,10,222,1391,169,2669
39513,3,52,1563,39,3863
22253,21,719,2464,554,14029
41055,2,52,1443,42,2885
34680,24,427,1869,317,3958
8768,23,419,3209,342,13436
24654,2,0,2349,0,3135
9113,32,1640,3189,1265,14492
4829,12,360,3433,280,12139
26702,0,18794,2258,13619,88243
24787,11,311,2344,241,5773
39075,4,98,1589,77,2965
2734,489,32181,3490,22549,150404
42771,84,966,1138,689,6949
27372,83,3030,2225,2351,32511
26867,3,75,2250,63,1761
12245,247,17181,3024,11233,110963
45128,13,123,526,76,4197
44077,31,395,785,289,10018
6237,7,99,3364,78,7390
3813,43,10228,3469,6184,28814
46353,0,103,87,57,2369
39753,8,224,1550,171,4087
15040,2,154,2829,131,10752
30730,44,1463,2042,1025,8066
41539,205,6310,1374,4771,34755
31370,114,2644,2013,2145,24232
42219,91,1867,1251,1304,12689
16245,1,94,2772,75,10424
42276,2,102,1240,72,3581
32568,24,344,1952,279,3493
30757,91,1936,2041,1583,18948
24594,4,100,2352,78,2471
45672,7,62,355,48,3526
15976,16,708,2786,528,4722
4907,13,610,3428,405,7487
9740,5,177,3152,150,2370
45743,5,97,319,71,3627
15158,6,55,2822,48,5173
5686,0,19,3387,15,2660
26493,22,442,2268,355,3217
44736,20,173,665,155,5653
12557,27,61641,3007,19040,15518
36053,7,210,1781,187,7834
2491,3,229,3493,197,7360
25947,2,140,2292,113,6848
28973,151,4344,2133,3410,44828
16617,304,15627,2754,11958,73893
8899,6,300,3202,202,8036
17929,120,5612,2688,4437,56566
27284,0,60,2230,53,7315
44899,43,489,615,354,5632
26503,5,473,2267,315,4240
38561,57,1828,1622,1391,8850
20616,87,6352,2559,4532,31784
32110,21,735,1973,587,5164
7849,51,1349,3277,1114,18324
18494,28,1505,2662,1123,11437
30415,14,519,2059,420,7595
7079,286,12378,3324,8934,66180
21385,8,307,2512,231,4405
3366,1,70,3478,59,3387
24838,0,2086,2342,1572,24289
44879,17,291,620,236,4851
40177,0,0,1522,0,6794
40012,1,100,1532,69,7915
36031,81,1712,1783,1313,9150
28758,90,2432,2143,1760,11604
3468,5,150,3476,111,9976
27784,3,133,2200,107,3185
35462,1,117,1826,96,2438
6812,60,1647,3338,1369,19141
2537,201,11234,3493,8395,54138
7161,5,213,3319,177,5759
29333,77,4287,2114,3457,24868
37004,254,17377,1727,13789,71366
8187,111,3479,3246,2222,13334
16338,15,1589,2768,1238,13414
8821,5,263,3206,176,6668
40280,1,218,1515,171,7746
17946,13,580,2687,438,5144
33343,0,57,1921,48,2584
6223,3,58,3364,47,3245
31824,49,1861,1988,1261,22237
37474,28,422,1698,351,3682
19969,43,3872,2592,3088,33791
14794,143,10216,2842,7450,39404
40322,17,538,1512,343,8434
18238,33,2197,2673,1534,11350
4807,60,3070,3433,2454,19825
5746,352,15010,3384,10555,120696
3445,10,1155,3477,800,21330
42882,3,63,1111,52,3554
14616,48,2607,2855,1920,9726
18560,33,2243,2660,1452,16922
5252,66,2616,3409,1940,50683
3892,288,15043,3467,10895,96497
16953,8,279,2736,211,14692
40729,19,404,1474,303,7679
10522,21,783,3115,644,14588
9916,121,4376,3144,3252,26857
9537,6,362,3162,286,7655
18708,1,236,2653,189,9590
36487,7,307,1758,247,5342
11654,16,1195,3053,879,19462
23207,18,851,2418,680,11933
40034,3,144,1530,114,6880
15112,61,3888,2825,2754,27243
37906,8,213,1667,172,3660
27912,4,116,2192,82,2906
27181,2,100,2236,77,3539
7427,11,439,3304,333,9957
13900,1,124,2906,102,5161
39688,6,269,1553,226,5318
28330,10,167,2169,147,3722
25963,37,3179,2292,2575,21399
31768,15,371,1991,248,4420
25376,0,38,2319,35,1634
25711,6,598,2303,476,5292
31405,20,1102,2011,859,6275
9412,1169,51117,3170,31697,182546
11238,118,8345,3074,6112,58616
19050,3,101,2639,83,1725
40384,11,291,1504,230,10683
46421,7,90,48,75,1453
14382,53,3652,2871,2435,40793
12891,18,483,2988,378,20993
26412,0,46,2271,34,1419
5293,7,314,3407,259,4741
14574,757,62737,2858,45418,278849
20387,56,2157,2571,1699,13625
7698,378,23120,3288,16113,162289
35260,69,1636,1836,1312,22547
7797,25,396,3281,323,4956
35626,2,47,1814,36,2323
4157,72,205243,3458,65844,11474
27289,8,612,2230,498,7115
11121,11,442,3081,350,3856
3173,1,159,3482,125,4461
6776,24,2044,3340,1438,22582
23993,5,428,2380,327,8066
26538,52,1286,2265,940,11595
32789,27,1028,1943,786,17702
45341,81,1055,464,833,10097
17243,41,865,2718,688,13735
27611,0,0,2210,0,2969
15974,10,497,2786,402,5176
41402,16,584,1393,432,10489
38351,30,1496,1637,1179,11928
19703,7,573,2608,458,9269
6723,6,185,3343,153,5182
25055,49,2488,2332,1817,18700
23792,9,324,2390,254,3604
16012,12,1835,2784,1483,21802
20066,3,159,2587,127,7149
39828,0,19,1545,18,2653
43145,0,37,1035,30,5193
6048,6,212,3370,152,9435
10211,34,1107,3129,884,13430
33225,1,25,1926,20,4547
15038,18,321,2829,248,4495
15136,58,2427,2823,1909,22590
7866,20,597,3275,460,10609
17625,32,1962,2700,1512,11736
17917,43,4283,2689,3072,32249
32242,5,97,1966,82,3801
45671,2,25,355,16,2852
39281,10,996,1575,770,15134
5034,17,328,3422,234,7464
6507,347,12669,3352,9324,80557
4804,2226,133935,3434,87736,726141
31892,236,7726,1985,5460,82605
6846,40,1916,3337,1505,16879
32573,21,303,1952,251,4497
27203,9,244,2235,200,6719
17512,1,44,2705,31,2306
4642,47,1218,3440,952,14930
34905,3504,124572,1856,82002,391783
14212,16,316,2885,259,5442
2425,2,251,3495,193,12422
3223,40,1444,3481,1108,19855
2660,21,562,3491,462,10231
20471,63,3763,2567,2735,23933
22629,4,70,2447,61,3184
16622,8538,364406,2754,210326,759007
42099,0,83,1278,56,5799
8216,18,630,3245,465,8898
5133,13,400,3416,288,13795
27395,50,3994,2223,2847,22336
2936,15,571,3486,483,5090
45019,21,175,580,99,2069
35444,172,7184,1827,5510,62883
3801,415,33409,3469,24242,198401
8956,2,61,3198,42,2522
39247,7,315,1577,233,6351
10284,7,258,3126,179,3512
30826,7,225,2038,193,4169
37161,71,1289,1717,1042,20314
1796,10,216,3508,174,5798
41154,46,5240,1431,4422,24439
27638,813,16471,2209,11899,54316
13782,64,1599,2917,1253,11147
17549,23,828,2703,640,7774
39548,1,45,1561,32,2805
4338,47,1465,3451,1230,23660
4505,20,991,3445,725,13777
29115,1,79,2126,64,2923
1810,48,1413,3508,1102,16370
29901,155,6385,2086,4690,60111
13491,1,107,2938,85,2780
6755,2,107,3341,94,5722
39969,21,1178,1535,927,12664
40022,13,275,1531,231,5059
42162,3,75,1264,57,3733
8192,8,188,3246,158,8623
31754,101,3103,1991,2341,32642
21235,33,932,2519,757,16953
1011,8,156,3811,141,4982
20826,7,831,2546,663,13442
38599,41,1481,1619,1162,11802
20197,4,135,2580,95,6732
25420,0,64,2317,56,3056
10945,26,662,3090,487,3447
2483,23,724,3493,582,8666
12639,3,94,3002,82,2641
45003,30,340,585,239,6249
26213,0,692,2280,549,18081
36313,25,479,1766,356,8550
3081,36,802,3483,638,4909
28217,5,225,2175,167,2779
42557,6,145,1185,109,3491
35708,0,65,1806,52,4808
41331,38,1200,1403,907,19622
33415,6,122,1919,91,1856
27656,12,350,2207,281,3564
38313,325,6174,1640,5095,26925
6994,44,1333,3329,1043,17561
31151,56,1083,2024,910,20406
39740,4,122,1551,100,6300
1828,8,103,3507,84,8609
32737,756,26656,1946,17772,156759
5035,62,2415,3422,1914,43168
3396,14,998,3477,658,10769
11964,15,460,3039,317,15095
41009,15,357,1449,281,4979
20112,260,16901,2585,10124,96525
42229,104,5482,1250,4610,14278
21345,18,726,2515,600,4087
31726,3,67,1993,56,3346
32024,1,46,1978,40,3130
17245,4,210,2718,161,8276
44417,2,55,734,38,2306
45925,66,1042,256,817,5629
30410,0,39,2059,22,4815
41531,20,207,1376,170,4242
19308,5,162,2627,138,2889
37492,7,238,1696,204,8118
29375,17,322,2112,239,3458
29215,3,276,2121,232,3902
26311,12,503,2276,382,5063
18538,12,651,2660,552,12687
12886,185,8473,2988,6339,61692
20428,9,638,2568,450,9213
31319,50,1422,2015,1132,9730
11039,115,5817,3086,3835,34439
2122,2,373,3499,283,16702
16831,6,1141,2742,895,49196
9717,33,1349,3154,971,11907
34317,10,150,1887,128,4754
27057,1,42,2244,37,1949
12753,12,227,2996,181,4165
12559,14,501,3006,398,9643
15551,22,672,2804,510,5374
22787,708,41565,2439,26426,243456
40202,14,155,1520,127,4920
2944,41,1133,3486,879,32111
17368,0,57,2711,29,3662
45490,350,4814,426,3591,35257
9632,5,388,3156,310,19412
2865,9,351,3487,303,5990
40456,14,375,1498,300,4708
28413,5,87,2164,70,3015
11923,6,276,3040,207,7001
17570,11,207,2702,181,3137
31000,51,2713,2031,2005,32852
5378,4,85,3403,55,2311
39420,112,1500,1568,1194,16137
20168,6,294,2581,238,9528
13671,2,96,2926,78,4383
38344,3,97,1637,79,3427
29593,7,434,2102,385,10269
41665,17,792,1354,596,16093
5290,22,772,3407,575,7264
30136,41,1478,2076,1221,9119
37887,57,2290,1669,1809,33892
39801,286,19048,1547,13796,89630
44775,21,205,651,180,5476
958,6,272,3827,231,9925
17796,9,228,2694,190,5211
10063,4,92,3136,70,2990
24076,1,154,2377,132,8290
15095,24,1066,2826,715,13477
7535,9,264,3298,216,19476
45664,0,134,360,83,2698
4773,49,1821,3435,1086,15299
10737,35,2102,3101,1689,21243
29459,0,14,2108,10,1379
45376,4,29,455,22,1353
10886,7,453,3093,370,3547
25375,0,22444,2319,15985,126773
5796,12,246,3382,208,9899
13255,62,2395,2957,1773,27003
39692,22,455,1553,330,10199
14288,5,313,2879,232,8780
46504,4,39,7,184,1645
26951,6,127,2246,119,3981
8424,30,1449,3231,1105,33388
28616,224,14285,2151,9950,92475
31111,2,120,2025,100,4272
7485,0,88,3302,77,4706
6461,0,71,3354,58,3635
5376,2,23,3403,20,2381
45369,25,210,456,172,4141
37764,5,117,1678,90,2543
22979,11,454,2428,360,4778
15077,261,16394,2826,12167,69172
38074,13,317,1657,238,6134
16479,38,1431,2761,1092,15262
20952,57,2139,2538,1559,75003
43199,3,190,1021,110,4748
14714,1457,54982,2848,40255,261732
2128,2,55,3499,46,4912
24633,4,156,2350,134,1962
30584,14,1081,2050,901,8163
30936,17,406,2034,308,4326
20546,43,3151,2562,2623,17854
3153,16,733,3482,574,13955
8059,0,34,3253,30,2905
27616,16,1933,2210,1559,45110
2447,48,988,3494,796,8457
43640,1,18,879,15,1104
9309,13,388,3177,329,5461
8305,17,669,3239,539,7843
40552,2,323,1489,257,11024
20517,90,7075,2564,4113,33613
4138,31,868,3459,685,16598
22978,5,418,2428,299,8873
42574,119,1611,1182,1013,18075
13177,14,502,2961,414,5316
20128,4,237,2584,176,4549
36830,7,138,1737,112,4422
30463,4,248,2056,190,8596
16055,207,6877,2781,5303,33874
14200,693,41842,2886,27182,125368
23629,9,405,2397,314,4099
32004,11,482,1979,375,6653
37292,2,181,1709,137,3836
2527,5,105,3493,91,6661
14180,5,263,2887,182,7935
12742,20,648,2996,521,9264
30188,40,788,2072,598,6742
35337,1,34,1833,30,2406
31963,0,155,1981,111,3339
3733,34,1387,3471,1050,9757
41124,12,280,1434,209,5133
12960,21,708,2983,606,6839
3320,164,10007,3479,7265,71290
14409,98,2528,2869,1864,21851
10187,69,2205,3131,1798,19217
46381,8,121,72,115,3386
35674,22,677,1809,548,9821
13563,21,1331,2932,998,9036
4395,19,556,3449,405,8965
28187,2,308,2177,216,3703
16816,2,128,2742,102,5088
37553,43,1196,1692,980,14095
25699,271,16693,2303,12452,56526
6058,2,60,3370,51,3359
27177,0,49,2237,41,961
15847,60,3862,2791,2648,26902
8319,5,34,3238,28,1898
7357,8,100255,3308,38429,5414
14760,44,2083,2845,1553,23629
45098,3,101,542,70,2567
23986,20,662,2380,537,3671
45800,21,300,303,267,3218
42747,78,555,1143,419,7676
28223,3011,156571,2175,123008,578499
2748,1,59,3489,48,4655
45197,335,4408,506,3811,33825
37596,3123,100317,1690,58227,273353
29339,3,298,2113,218,5023
5297,246,20108,3407,13794,70061
13831,37,1859,2913,1448,14643
34531,24,788,1877,596,11104
26389,2830,92897,2272,66542,337659
29158,2,76,2124,68,2688
43679,3,50,866,43,2419
27343,67,10983,2227,8515,13345
30391,7,290,2060,204,12116
2345,6,478,3496,320,8517
10470,51,2843,3117,2166,58328
43383,25,474,963,316,6003
2424,45,2221,3495,1790,18294
12778,17,587,2994,477,24354
21009,13,508,2534,397,9196
4869,12,202,3431,168,7389
7635,1,108,3292,83,3694
10686,2,66,3104,51,3096
24508,33,2008,2357,1465,15728
10535,5,169,3114,137,4940
20170,16,2402,2581,1867,41205
9470,4,327,3166,242,8405
22539,2,58,2450,48,2344
17647,13,418,2699,318,11951
11582,1,81,3057,67,1610
44794,23,200,646,180,5335
9792,139,6270,3149,4581,48084
11686,6,176,3051,111,2435
41184,17,979,1427,732,21693
21393,2,89,2512,77,3216
35487,432,10396,1824,7597,61381
17145,15,749,2724,616,22950
44782,16,166,650,134,2282
9519,36,772,3163,618,20105
45165,3,34,515,23,2922
39100,11,369,1588,272,5886
36950,6,202,1730,166,9032
13110,15,1606,2973,1208,10523
41994,7,283,1297,224,9877
3092,1,23,3483,21,2228
4478,19,750,3446,632,30023
31480,17,5883,2006,4377,33896
42887,8,113,1109,74,3130
13100,109,5321,2973,3742,66838
23927,214,9091,2383,6761,55084
