Mod,likes,downloads,time,unique_dl,views
14951,139,6396,2834,5011,39733
22303,2,33,2462,28,1834
27323,0,75,2228,64,2366
13286,10,781,2955,642,10436
38490,33,1153,1628,879,14588
21267,7,202,2518,148,1837
1874,3,99,3505,87,6664
25479,0,98,2314,78,3903
6403,294,16529,3356,12123,87080
21857,6,144,2487,104,2992
41749,3,162,1339,126,7456
35490,3,55,1824,40,5312
10019,3,57,3139,47,2459
4878,14,133,3430,108,2982
5672,58,1461,3388,1118,20721
30877,58,4082,2036,3386,25601
3321,83,1527,3479,1158,33616
27220,18,323,2234,258,3795
44725,8,80,668,51,2827
10712,48,1394,3103,964,21909
33052,15,428,1932,342,7014
30172,6,180,2073,127,2839
46248,5,133,127,101,1568
6173,66,1976,3366,1556,21134
29980,6,192,2083,164,3195
40799,90,3045,1467,2128,34973
19990,13,469,2591,348,7240
5187,6,102,3413,84,2469
12436,15,543,3012,433,7937
4352,186,7799,3451,6026,37416
43165,65,695,1030,513,13669
32138,7,117,1972,91,5133
38888,16,334,1601,247,3377
45053,2,46,566,36,1746
38036,42,413,1660,319,3931
17211,11,359,2720,280,4285
37729,43,2826,1681,2207,21122
19907,14,621,2596,496,8628
11623,22,1474,3055,1179,33662
35126,18,1071,1844,881,19206
40986,3,94,1451,75,9171
37103,59,633,1721,491,6074
29380,6,183,2112,151,6269
28497,18,427,2159,284,5268
24687,22,1591,2348,1111,9347
23255,8,188,2416,144,3091
5318,28,535,3406,391,17231
21108,188,5416,2529,4282,38212
38315,15,521,1640,417,7446
30000,494,11227,2082,8789,46759
29597,17,590,2102,488,11794
34751,18,592,1865,503,7921
15170,62,2396,2821,1890,15896
31827,57,3712,1987,2826,23067
44440,59,863,730,647,9215
9428,4,87,3169,75,3788
34476,17,614,1880,512,14471
20165,43,2897,2582,2349,21726
33998,2408,144758,1897,102451,396767
3795,213,6927,3470,5507,174704
5606,7,356,3392,229,6588
25788,16,339,2299,272,5052
36763,43,593,1742,449,7525
7457,24,109445,3303,42563,15454
38075,9,168,1657,151,3815
8845,14,1333,3204,1014,34553
20053,2692,257865,2588,182233,552360
38897,14,441,1600,359,12651
39959,240,7845,1535,5749,56864
6282,2,157,3362,124,2903
3920,2,44,3466,37,3317
42953,1,179,1092,121,6436
30604,163,5396,2049,4068,28866
1849,48,1892,3506,1564,16824
11095,6,246,3082,169,7502
35303,5,133,1834,112,5163
25071,9,2672,2332,1912,9974
21388,195,10076,2512,7010,51419
4726,3,238,3437,186,13122
39978,15,619,1534,467,11731
16954,3,81,2736,66,3556
8810,17,421,3206,354,16740
15844,3,231,2791,174,3775
27729,11,420,2204,298,6963
30821,2,504,2038,388,21594
28027,117,5229,2186,3491,49075
10174,15,664,3131,491,12905
41358,14,215,1400,150,4872
34764,139,1608,1864,1147,12228
25452,12,997,2316,818,42250
16424,138,9065,2763,6915,43887
16862,24,1409,2740,1075,6129
39158,132,3962,1584,3063,33747
16767,47,2650,2745,2127,12149
23360,10,449,2411,358,14014
4293,9,176,3453,131,5782
16230,25,1720,2773,1380,24130
46344,12,201,88,179,2677
39029,33,710,1593,564,10123
15580,131,5771,2802,4442,59673
4823,5,108,3433,90,3020
10300,11,253,3126,199,6392
12164,6,270,3028,209,4693
27237,38,1353,2233,1066,17069
22834,225,5746,2436,4400,29875
46341,56,989,91,901,8707
2379,16,767,3495,629,9981
9499,46,1394,3164,1119,18908
25545,11,383,2311,309,6588
34182,109,4148,1892,3199,19453
39204,2,56,1581,43,4272
25483,5,376,2314,303,7378
14195,53,2784,2886,2071,28269
8600,6,273,3220,214,4088
3849,228,9550,3468,7109,67396
9132,258,12019,3188,8828,45309
43321,15,344,985,274,6005
29510,2,82,2105,66,4640
3770,1,79,3470,62,3666
32577,2,46,1952,40,5122
45798,5,41,304,35,2456
44218,72,1150,760,771,26397
9558,49,184881,3161,55575,26791
15088,79,5156,2826,3695,46225
44537,150,2344,705,1823,15651
2131,6,102,3499,90,4964
41711,73,2132,1347,1676,20564
46086,2,25,184,17,1441
9917,2,105,3144,74,5212
11383,2,98,3068,73,3598
17150,194,11246,2723,8271,46938
32558,1,124,1953,95,5493
23526,241,12821,2403,9850,81666
14809,30,678,2841,535,9951
32965,6,178,1936,132,5159
1879,94,4213,3505,3047,25876
39885,2,190,1541,130,3534
46287,13,235,114,211,3998
26026,1,179,2289,149,6011
8806,10,400,3206,316,12105
7257,468,237706,3315,82154,131052
43196,2,251,1022,176,4684
39836,2,81,1545,59,3546
38131,1,82,1652,69,3086
30677,51,2118,2044,1644,50061
26295,7,423,2277,319,6682
45418,11,79,443,67,4814
7311,14,466,3311,366,6325
41364,19,507,1399,405,16025
20205,88,23439,2579,15933,58901
28166,26,600,2178,474,6107
35194,49,896,1841,680,11247
2927,144,4904,3486,3811,47715
36745,13,427,1743,325,8148
33028,4,166,1933,140,5040
22796,2,101,2438,83,2839
19567,4,539,2615,399,11560
6605,5,61,3348,46,2341
19177,187,5785,2634,4126,36606
37063,27,714,1723,540,5181
41347,0,97,1401,74,4069
30384,4,107,2061,69,2412
30093,341,17321,2077,11317,54056
27676,143,4579,2206,3569,28884
38803,81,3318,1606,2643,13432
23575,68,1560,2400,1240,8969
4433,6,100,3448,85,4996
18522,154,6894,2661,5287,52947
1420,17,443,3621,387,4926
42283,17,461,1240,292,8112
18945,10,459,2643,347,8392
45940,0,14,244,11,1182
13850,7,173,2911,128,6272
46152,0,13,158,10,517
12018,92,2780,3036,2242,43097
44535,8,146,712,105,5887
4077,45,2175,3461,1713,29874
44651,65,581,695,487,7478
38048,9,623,1659,502,9725
6977,463,21894,3330,14509,147472
37739,7,783,1680,586,17900
12983,208,20821,2981,15682,127222
3121,9,427,3483,289,30661
23353,228,17219,2411,13020,91905
22456,120,5278,2455,3720,51935
12948,14,442,2984,324,9485
2011,63,1510,3501,1039,9439
43027,10,490,1073,340,9581
3226,21,391,3481,304,8094
45392,1,29,450,26,1417
18190,4,77,2675,62,3886
19638,3,79,2611,69,1892
21807,2,162,2489,131,4283
43240,28,637,1008,458,10129
32904,3,158,1938,141,6151
2298,27,709,3497,555,10676
41633,4,279,1360,200,7852
34150,12,375,1893,285,6420
36846,19,424,1735,327,11474
15141,152,12543,2823,9544,60107
9315,78,2364,3177,1828,22075
20124,1,84,2584,69,2796
7275,110,5072,3314,3794,53719
46038,2,12,202,8,1733
28104,2,96,2182,77,3708
6989,15,474,3329,378,10807
6675,4,96,3345,83,3406
33331,7,188,1922,131,6090
33795,2,76,1904,64,2382
37084,4,171,1722,132,6024
41357,11,191,1400,158,3932
11312,31,1102,3072,911,10494
30823,30,1820,2038,1351,37778
26849,136,6134,2251,4812,34623
15714,18,595,2796,456,4978
43342,18,297,978,208,5921
38116,6,374,1654,290,7562
39955,19,236,1536,190,5606
31242,12,824,2019,638,11048
23132,15,809,2422,607,17341
38430,146,3400,1632,2555,36832
8094,3,29,3252,23,1952
35269,44,836,1836,681,11135
31600,142,11290,2000,8093,87387
45467,23,442,432,332,6462
38588,39,1370,1620,1132,14447
2063,279,10545,3500,8239,81469
22230,584,34566,2465,24151,149224
34262,67,2430,1889,1962,18299
11345,30,897,3070,682,8320
25499,6,286,2313,244,3960
1878,25,606,3505,518,8638
32514,10,718,1955,579,13137
15201,8,258,2820,187,4561
20630,121,9479,2558,6936,38411
14735,10,390,2847,281,7116
6547,3,75,3350,63,5290
29189,6,303,2123,245,7676
37800,1,42,1675,35,3463
38297,10,194,1641,159,4247
19775,0,84,2603,57,2748
32198,20,1077,1968,828,14086
13062,24,3913,2977,2937,64025
6189,314,7517,3366,5171,57903
45857,22,605,256,506,4570
40249,0,38,1517,27,1811
29205,35,444,2121,345,6326
37631,10,417,1687,323,17490
22710,3,275,2442,224,5698
34811,6,143,1860,118,5898
32316,4,572,1963,479,5820
12908,5,71,2986,53,3506
38324,1,39,1639,34,3157
41371,4,254,1398,201,3119
11606,16,325,3056,251,6201
4752,67,2012,3436,1465,14908
28970,2,167,2133,137,5838
41954,222,6868,1303,4979,62580
26410,74,2729,2271,2148,12774
33779,49,1325,1904,1044,11415
23148,4,180,2421,146,2419
43041,14,533,1067,361,11790
36378,110,2612,1763,2022,27142
10561,512,17178,3112,12764,59397
16879,241,12066,2740,8265,55055
1218,5,44,3743,36,3329
23388,81,3758,2409,2960,24044
39617,8,439,1557,329,6003
39064,15,441,1590,351,5497
40546,208,4422,1489,3323,28816
4950,12,670,3426,455,7477
10102,58,2488,3134,1936,33166
40869,3,222,1459,161,7995
30117,23,1142,2076,987,25751
32876,26,586,1939,466,5153
22037,2,132,2475,113,4861
30993,19,514,2032,451,7581
15884,5,338,2790,277,5065
32251,8,267,1966,223,3879
2328,134,7535,3496,4527,31793
31709,21,542,1993,431,8551
13473,6,567,2939,413,7479
8903,9,567,3202,372,6477
23886,3,118,2386,96,3841
5264,13,275,3409,206,12445
42129,286,6718,1273,4816,56372
8072,5,92,3253,81,4733
9786,3,276,3150,236,7810
22805,12,352,2438,271,3468
5865,4,62,3378,49,2538
37721,50,1078,1681,774,13735
1651,3,0,3549,0,4730
30175,2,329,2073,228,5442
34261,6,118,1889,91,4661
1935,72,2346,3503,1936,21386
25945,12,1018,2292,810,13541
36616,9,761,1750,565,5185
16270,6,365,2771,296,4643
23002,22,655,2428,512,9560
22504,66,7403,2452,4893,35452
23104,16,740,2423,541,5200
10977,2,56,3089,42,3796
2549,25,951,3492,671,8988
6882,15,463,3335,347,9366
39654,1,79,1555,60,4604
21878,47,1702,2485,1329,11922
21562,649,24217,2502,18833,81278
19948,49,1233,2594,995,11127
31013,5,312,2031,226,4675
4565,239,18858,3443,12860,120053
33698,43,748,1908,531,6845
17837,48,2722,2692,2017,12381
4791,119,6186,3434,4811,47168
2035,6,123,3501,94,8422
13050,153,37839,2977,26520,72542
24313,28,657,2366,534,10096
2678,47,3344,3491,2616,27251
5872,20,272,3378,212,18188
9297,31,1355,3178,967,23794
26594,0,66,2263,57,2711
7955,79,4459,3265,3531,90936
24602,36,1176,2351,873,5299
10451,121,5129,3119,3246,26900
13865,46,3114,2910,2169,12116
3266,42,1124,3480,927,24257
5977,2918,159305,3372,121518,504407
23468,23,612,2405,497,13310
8593,10,675,3220,565,5406
39134,6,166,1586,124,2902
41623,8,349,1361,246,9238
9311,22,1189,3177,1009,9933
23634,19,533,2397,411,6016
21362,1,89,2513,80,3219
37165,50,2141,1717,1594,28303
20062,0,728,2588,570,8536
7140,2,46,3320,34,2888
6351,22,886,3358,702,21231
4141,29,700,3459,539,23193
4158,146,7396,3458,4648,35708
36862,1,99,1735,82,5883
42907,3,86,1105,60,6088
1871,42,2202,3505,1701,26995
7558,3,209,3297,168,5582
43184,29,314,1026,228,7549
42531,4,118,1190,89,3609
46406,77,1577,57,1394,13756
25652,89,2739,2305,2116,38200
23322,66,2255,2412,1675,29154
9274,4,142,3180,110,5572
2680,1,95,3491,77,4054
23788,14,403,2391,338,7959
42393,6,523,1219,349,10988
9407,24,1356,3170,1053,15309
10226,8,326,3129,244,4413
38896,44,1253,1601,960,7772
31699,17,1710,1994,1331,10109
12813,6,237,2992,192,8350
1953,12,350,3503,261,9516
10446,59,1501,3119,1210,13668
23779,48,1958,2391,1517,39200
10233,142,3512,3129,2642,39725
4170,45,1193,3458,955,11507
32755,6,416,1945,329,9156
13063,52,873,2977,695,15751
1830,914,47607,3506,31516,266593
28234,3,97,2174,74,4007
36866,30,1895,1735,1434,32814
15815,2,250,2792,213,4555
25700,4,445,2303,377,7912
40046,85,5300,1529,3907,35676
3300,10,436,3479,365,9514
16562,10,408,2757,344,3609
21069,21,867,2531,680,9424
31332,23,611,2014,487,12623
15087,1,130,2826,102,4129
37700,55,1195,1683,918,12490
37774,17,516,1677,388,7152
2341,8,378,3496,280,9410
1608,5,380,3561,310,12484
6798,174,4829,3339,3602,37211
38775,47,1029,1608,796,10849
28692,32,2682,2147,2046,24674
39629,1,64,1556,56,12382
18227,174,13387,2673,9909,80940
20344,7,398,2573,320,4740
18027,8,598,2682,501,7871
15642,32,2517,2799,1877,11284
15728,21,3315,2795,2233,10385
24652,2,49,2349,37,2231
35892,98,5142,1793,3884,42540
41594,37,509,1366,412,19869
39122,3,265,1586,196,6428
22370,71,4423,2459,3319,35358
13468,18,1686,2940,1279,27205
40939,45,891,1454,641,11477
6244,806,45893,3363,32461,145904
11617,179,8097,3055,6173,100489
15800,7,585,2792,467,7595
7986,2,188,3262,125,9671
42885,6,137,1110,109,7323
35249,24,728,1837,563,9470
45103,34,683,539,573,7767
20437,9,495,2568,379,5009
27687,38,1229,2206,1004,7675
14150,2,68,2889,54,3313
32362,6,295,1961,235,5702
2694,24,1383,3490,1055,26879
4472,64,2935,3446,1974,17568
19933,6,281,2595,220,3618
35876,4,77,1794,70,2095
2661,136,7355,3491,5667,81941
14384,32,1220,2871,930,16816
39992,7,130,1533,93,3065
35791,6,224,1800,173,10711
34774,7,310,1864,249,8453
25888,1,37,2295,33,2819
14819,32,1736,2841,1231,36862
40306,20,440,1514,350,9876
21926,30,725,2482,585,4498
39671,23,203,1554,144,3290
45276,7,90,482,77,2260
18858,66,5451,2646,3996,25317
6751,15,359,3342,294,8600
33271,2,68,1924,57,2862
19557,42,4876,2615,2902,22531
16220,105,8562,2774,5803,49302
39580,4,171,1559,134,3788
17889,10,757,2690,572,12216
27117,1,64,2241,60,2805
18593,17,281,2658,211,3351
42092,100,3047,1280,2324,28513
15055,0,121,2827,112,3972
25527,331,11456,2312,7887,62470
43134,72,2257,1039,1639,18608
5172,118,2773,3414,2159,22509
32565,5,167,1952,125,6221
24983,1,101,2335,81,3281
6100,15,1304,3368,996,16193
45455,8,102,435,82,4325
3430,20,762,3477,594,11630
39248,8,173,1577,141,13935
11128,4,205,3081,173,3839
4154,3,20,3458,17,2046
17959,75,4358,2686,3372,29436
3994,110,2506,3463,1725,17396
33660,3,226,1909,190,6680
13312,138,8769,2953,6090,77799
20487,45,3741,2566,2868,17690
7310,3,121,3311,98,3488
45092,6,150,546,93,5576
6218,7,237,3365,165,7380
43591,66,1274,897,985,23337
42989,26,601,1083,436,11889
14826,1,78,2840,62,8089
20163,250,20804,2582,14097,94130
15285,18,616,2816,469,5053
15655,1,64,2799,47,3349
15333,7,220,2813,168,4359
37898,4,146,1668,112,3518
15023,2,232,2830,189,8322
39898,51,2331,1540,1848,28528
41393,6,269,1395,188,6769
9402,2,142,3170,113,5295
45428,8,157,441,110,3908
26513,7,370,2266,310,6622
11237,125,6178,3074,4843,24836
38526,5,132,1625,111,4332
46277,9,146,118,118,2846
22843,338,18068,2436,12340,114562
15620,38,4052,2800,3126,32635
40198,132,3662,1521,2787,30193
39899,7,138,1540,109,6219
42096,39,821,1278,639,13577
38274,4,241,1643,180,3821
29321,114,2760,2114,2135,16572
18312,10,271,2670,226,6167
18665,4,337,2654,276,11617
6041,18,667,3370,518,11491
35604,3,22,1815,21,3819
30376,1,105,2061,78,4372
13840,2,141,2912,106,4775
25775,1,190,2300,168,5159
15313,24,1313,2814,1080,7343
5015,12,296,3423,249,10232
46423,0,20,48,19,997
17300,304,9156,2715,6863,44865
25171,66,2177,2327,1690,8025
21466,8,155,2508,128,2585
37564,1,107,1691,86,4101
26570,4,308,2264,239,9092
14944,8,699,2834,512,8881
39557,1,42,1561,33,2191
6291,11,375,3361,308,7635
45850,7,97,286,67,3061
5168,0,70,3414,58,4060
32422,13,508,1959,320,8850
32768,16,1229,1944,971,13132
19377,22,1241,2624,885,7406
5689,25,579,3387,428,9235
44185,3,40,765,31,1761
20119,390,33141,2584,18996,137679
13429,278,22560,2944,13445,131318
9763,46,1140,3151,917,11509
40640,1,63,1481,50,3772
3164,1,27,3482,21,2665
18379,3,487,2667,392,7352
46499,1,22,7,34,825
10893,12,119,3093,97,8953
32080,33,1760,1974,1294,17323
46501,0,4,7,6,570
23843,16,891,2388,712,4867
14233,36,1157,2884,942,5714
37395,1,30,1703,24,2404
24484,23,718,2358,589,5270
4925,37,1906,3427,1458,18805
44701,29,349,678,250,5012
3544,22,639,3475,523,10620
41195,11,234,1426,168,5948
12275,45,903,3022,592,7064
15896,7,379,2789,282,6770
15191,85,7014,2820,5364,45021
28636,45,1325,2150,946,10930
5095,152,8420,3418,6424,32264
36250,77,2027,1770,1358,19322
45010,1,22,583,11,2130
17167,213,39773,2722,25533,106871
1562,1,67,3567,58,2821
24580,69,2049,2353,1561,12952
29400,5,61,2111,47,3236
28900,11,456,2137,345,6574
2529,51,1627,3493,1151,12667
27776,1,50,2200,44,2546
14347,139,5171,2874,3404,22994
7358,17,622,3308,455,11828
45891,3,40,271,30,1530
25408,6,635,2318,481,11274
35413,17,458,1829,365,3292
26709,128,6561,2258,4836,39459
2816,10,670,3488,538,12179
22687,4,274,2443,200,2752
20454,66,4017,2567,3001,29301
45883,2,17,274,6,1082
34313,16,261,1887,196,3273
45182,29,365,511,269,7420
37206,1,114,1714,99,2787
20275,262,14707,2575,10909,88931
19046,3,234,2639,165,1889
8483,3,121,3227,77,2354
27593,8,162,2211,131,7869
42528,37,782,1190,569,17479
22897,0,75,2433,56,3977
7003,0,16,3328,15,1147
41652,165,5514,1356,3813,45064
8153,2,180,3249,113,7639
45558,16,217,400,139,2496
32952,35,1073,1937,814,8719
24510,29,1435,2357,1055,13491
43474,17,553,940,418,11513
17538,3,220,2703,178,6982
30489,171,4694,2055,3649,27308
40284,14,2030,1514,1528,18682
27182,37,1293,2236,965,16010
23314,68,1706,2413,1216,14008
7399,12,408,3306,305,3915
5302,111,3232,3407,2465,35017
7595,24,689,3295,536,9174
38187,75,2013,1649,1569,34356
41661,5,217,1355,140,11383
3021,33,865,3484,664,13835
40621,51,1236,1483,966,17492
21682,4,378,2495,307,6216
5816,1,50,3381,39,4286
11154,41,1656,3079,1270,14380
40592,5,88,1485,71,2269
24113,4,126,2375,101,3835
7675,118,4783,3290,3769,36842
5693,94,3076,3386,2328,30550
34085,22,383,1895,305,4147
8485,9,189,3227,154,6523
12544,1,102,3008,65,1779
34226,2,64,1891,50,1331
45309,0,52,472,25,1503
24118,124,10799,2375,8463,40160
27278,0,570,2231,410,5640
17632,3,237,2699,180,10238
15126,31,1239,2824,1001,11824
42262,15,114,1244,84,1778
22765,7,559,2440,453,16375
4523,18,771,3445,571,18308
42894,145,10072,1107,7403,36353
19705,6,256,2608,218,10382
20227,230,13087,2578,9366,38836
3002,4377,222205,3485,136989,569283
17402,33,1945,2710,1479,11841
14835,14,1429,2840,1015,7225
11366,214,16254,3069,12003,56534
44670,9,151,688,112,5730
9996,18,313,3140,228,4983
8975,21,775,3197,650,16297
33926,19,2036,1900,1494,18224
5464,13,195,3399,164,13732
4442,10,370,3448,291,8526
16418,54,3236,2763,2294,20574
44087,125,9084,774,6605,26668
36178,7,191,1773,151,3930
27275,130,6495,2231,4569,68066
26348,57,10359,2274,7422,52911
22277,34,4403,2463,3283,33248
14579,4,143,2857,120,19495
39636,77,1768,1556,1309,14102
33392,29,745,1919,584,4898
27449,26,1298,2220,1062,11271
30504,64,3313,2053,2380,27554
43564,13,164,908,118,5601
40083,0,417,1527,269,3547
11790,1,47,3046,42,2455
41808,2,122,1327,90,4695
4891,11,846,3429,619,15168
26954,6,201,2246,150,2264
12266,3,428,3023,349,7719
1207,13,419,3743,354,4382
21697,12,265,2494,239,6130
46391,6,113,66,93,1741
28910,1,255,2137,211,4840
20069,2,157,2587,120,9737
9508,12,134,3164,107,3091
44296,1,75,752,58,2231
8911,30,633,3201,485,9901
36842,50,2753,1736,2245,24124
19339,29,1578,2625,1170,13253
37147,130,4793,1718,3692,36158
45357,82,1617,460,1084,15465
2336,54,2488,3496,1846,44777
28767,65,2334,2143,1828,10597
3647,104,6835,3473,5222,33531
8934,12,306,3200,232,6234
21055,170,7508,2532,5194,28947
4720,3,108,3437,88,3087
4381,10,401,3450,343,16142
16546,29,3520,2757,2198,17418
20523,4,30,2563,21,1800
21778,12,466,2490,365,8229
12316,34,959,3020,833,12911
23845,1,63,2388,57,2706
15544,7,355,2805,270,4035
1219,6,279,3743,225,9450
21033,13,673,2532,530,10970
30432,11,353,2058,261,5459
14476,60,3022,2865,2255,26103
27741,2,127,2203,103,4122
35815,0,61,1798,48,3474
15211,10,176,2819,143,5133
1952,77,1831,3503,1426,23364
41525,3,96,1376,81,7803
22880,26,951,2434,744,4363
39140,26,835,1586,654,7639
8564,272,18165,3221,12469,120426
9304,8,593,3178,485,6188
15942,208,16301,2787,10686,41366
12985,227,5663,2981,4159,27586
45347,3,43,463,36,1348
26022,12,259,2289,205,2728
29703,0,376,2096,323,5924
42731,74,2033,1148,1529,22086
37353,7,131,1706,102,5046
26155,3,195,2284,170,4130
21181,6,686,2523,406,4510
16643,11,229,2753,190,6608
19602,35,1865,2613,1421,11286
33491,1,41,1915,34,2594
23578,62,8585,2400,6264,68754
2843,6,608,3488,498,9401
21994,6,224,2477,154,4255
13421,17,855,2945,654,22914
8618,6,197,3218,153,5392
2806,75,5678,3488,4250,40149
15596,13,408,2801,362,3643
39771,40,1042,1549,792,10412
44944,91,1290,602,1088,15466
4398,30,1658,3449,1275,21343
14342,175,5175,2874,3700,29871
11189,701,28353,3077,22280,94696
21454,26,1013,2508,878,15098
14295,292,34750,2878,22696,133657
2603,28,768,3492,655,27977
32733,0,48,1946,35,2056
19470,164,8325,2618,5793,44402
8665,1234,57646,3215,39948,177580
32325,2,189,1963,165,5484
37606,4,106,1689,84,5998
25336,52,1149,2320,862,7092
6648,535,26500,3346,19812,149093
44739,8,121,664,90,2173
9730,62,2515,3153,1848,11191
22455,1,0,2455,0,5762
34026,52,1380,1896,1118,19859
31407,0,49,2011,39,6609
6911,4,138,3334,117,6910
36680,1,37,1747,31,2258
2266,3,31,3497,20,4656
21548,0,66,2503,49,3784
4230,17,292,3456,212,18562
46358,35,383,85,329,6082
10231,9,350,3129,268,6407
28186,127,4756,2177,3432,30560
42484,72,897,1199,708,41533
14974,1,35,2832,28,2347
1926,11,355,3504,245,7544
12832,31,1477,2990,1218,30202
9342,1,99,3174,75,2887
8675,4,200,3214,164,8049
8644,25,856,3217,644,10651
32657,45,1612,1949,1175,23604
5899,17,289,3376,242,9309
8435,293,8916,3231,6591,42364
30143,1,67,2075,57,4908
3533,9,206,3475,167,6174
27561,0,104,2213,80,7085
5042,8,32,3422,23,3182
7980,3,21,3263,16,1883
11256,73,3659,3074,2703,26552
29584,104,3611,2102,2874,25557
25596,5,182,2308,144,4375
42452,1,54,1206,39,7074
39215,434,8336,1580,7126,42986
26738,1,55,2256,44,3908
3154,20,578,3482,447,7453
20893,0,129,2541,104,8507
19044,0,36,2639,28,1352
3773,22,452,3470,346,23202
1856,10,140,3505,114,7312
20555,147,4515,2562,3396,30516
13916,11,591,2905,509,4694
28765,552,16121,2143,12142,117217
31583,25,472,2000,396,3833
6116,49,2583,3368,1985,54537
17516,320,11624,2705,8438,47874
34902,44,1914,1856,1512,16537
40499,1,42,1493,33,2509
6630,16,465,3347,339,10456
21311,13,461,2517,285,10518
15511,551,24366,2806,18798,73431
10818,13,401,3097,305,6193
10745,18,592,3101,461,9365
30245,19,893,2069,727,9171
43787,3,166,832,152,7478
5765,10,210,3384,168,4288
33637,60,1237,1910,975,9204
36337,26,695,1765,549,6489
35970,0,18,1788,16,3771
30444,5,255,2057,190,3941
21495,39,1780,2506,1359,16969
6165,22,664,3366,410,20487
37628,5,80,1687,59,3230
37973,14,137,1663,112,5001
41520,9,190,1377,149,4391
42499,5,161,1196,115,3275
24527,38,1356,2356,1003,5440
33153,0,108,1928,87,3501
27067,1,159,2243,125,2240
25384,0,24,2318,18,2173
44917,15,153,608,116,2564
2576,8,239,3492,186,9282
24705,23,844,2346,676,6609
26621,94,4821,2262,3823,53670
40230,266,9522,1518,7064,64128
11907,32,1720,3042,1271,14973
42521,0,17,1191,14,1756
17159,11,646,2723,450,6010
9044,23,773,3194,575,25082
14298,2,201,2878,142,3885
38656,1,33,1615,26,2400
22416,2,47,2457,30,2559
19435,55,1054,2620,790,7866
20887,21,2034,2542,1492,30076
23553,0,35,2401,17,1930
26362,63,3453,2273,2648,26082
42289,8,217,1238,159,4412
42835,15,167,1122,137,6958
22134,70,7905,2470,4725,65167
15555,48,1628,2804,1289,6796
37610,3,127,1688,101,4170
38996,10,270,1594,217,4902
4493,4,56,3446,48,1931
34516,45,1586,1878,930,9320
11869,5,610,3044,527,11454
23130,14,1477,2422,1035,4878
19388,1178,111481,2623,70808,558769
27324,3,188,2228,137,5975
11986,48,1463,3037,1082,26225
39960,14,202,1535,169,3639
41846,16,532,1320,401,10695
42685,0,0,1157,0,4074
3754,11,329,3470,223,4302
9478,8,114,3166,97,3164
2074,113,3189,3500,2574,21490
16020,493,20531,2783,14764,55289
14813,2,330,2841,236,11605
25686,1,134,2304,104,7235
35718,0,53,1805,47,5248
37444,23,513,1700,398,12693
37102,16,653,1721,486,14641
39921,2,134,1538,103,3319
20248,145,24698,2576,14687,73215
6851,15,673,3336,534,9501
13230,15,485,2959,383,13448
34407,120,3877,1883,3186,30565
6613,8,968,3347,785,17088
13885,41,3624,2908,2838,29436
1639,1,56,3553,48,1613
42075,106,3379,1283,2471,35462
32450,220,5746,1958,3972,36468
39337,1,58,1573,48,3691
12459,24,650,3011,521,8381
5614,27,2541,3392,1688,40659
21369,0,58,2513,50,2054
43675,15,176,868,121,4081
27210,79,1629,2235,1233,9837
40605,26,756,1484,567,16267
6140,56,3174,3367,2401,114741
26264,2,451,2278,314,4736
25469,14,255,2315,217,2355
23585,98,3303,2399,2698,18031
40446,203,7951,1498,5843,50280
3052,31,933,3484,723,8111
6664,7,66,3345,54,3786
8605,4,106,3219,77,3493
5532,9,166,3396,122,6096
41591,30,605,1366,418,10017
2283,12,841,3497,624,18122
9541,66,4033,3162,3195,29102
8868,12,336,3203,270,19947
36664,39,1664,1748,1221,15118
27835,0,63,2197,43,4522
44152,3,61,774,42,2940
43890,10,199,817,163,6247
35434,456,12189,1828,8944,93096
3244,381,37019,3480,25017,152310
32782,117,4099,1944,3123,31592
43527,4,55,922,39,3662
31535,29,583,2003,471,7284
1974,13,358,3502,293,12633
18542,7,909,2660,686,10219
17805,4,164,2694,123,3737
12995,12,503,2980,438,9568
29745,0,126,2095,100,2846
12240,5,112,3024,87,3034
35216,88,2493,1840,1947,29515
17838,58,2370,2692,1804,19283
9589,1,73,3159,63,2873
45144,4,43,521,27,1532
37890,34,1377,1669,1080,21176
43024,2,98,1073,64,5489
33582,28,725,1912,589,7467
1196,4,117,3746,93,5670
38332,73,2834,1639,2192,17925
41475,59,1304,1382,954,27517
4615,12,368,3441,291,5082
6557,11,159770,3349,59883,14917
45188,1,17,509,8,1586
39379,6,121,1570,104,4011
42545,3,97,1186,74,3556
46065,13,146,189,97,3486
18285,96,4912,2671,3594,20220
8247,10,433,3243,339,10746
29961,6,235,2084,179,3497
3365,12,196,3478,165,4070
5522,76,4905,3396,3539,45076
3026,22,864,3484,621,5634
7393,31,1198,3307,901,19017
39097,7,134,1588,105,6803
15952,133,8438,2787,6784,33799
38356,0,41,1636,28,3791
38712,34,613,1612,472,5352
46192,90,1797,140,1616,13741
24526,10,322,2356,283,5350
34931,219,5739,1854,4646,27964
25116,8,230,2329,194,4051
29430,8,136,2109,112,5672
29477,2,90,2107,79,2976
3085,36,3639,3483,2886,21599
40335,22,849,1511,637,14906
15670,16,788,2798,547,10605
32920,1,181,1937,142,3930
43402,3,54,958,39,1397
15523,122,5761,2805,4366,18991
29546,10,316,2104,272,5143
7731,72,1932,3286,1065,6453
33097,8,398,1930,356,2730
8567,10,110,3221,86,2946
40086,0,621,1527,406,10809
21403,25,2319,2511,1817,17003
38503,0,100,1627,82,3790
42002,8,507,1295,345,5171
22313,8,305,2462,257,4193
11193,99,2809,3077,1963,29804
