Mod,likes,downloads,time,unique_dl,views,dl_dif
12548,11,1017,1485,491,11997,526
54483,210,2898,674,1332,30315,1566
53482,19,174,707,135,5760,39
7325,8,270,1526,183,23093,87
56555,37,457,611,398,6173,59
5182,8,345,1552,183,27346,162
13232,119,3250,1476,1833,31500,1417
2586,15,485,1582,326,12316,159
4112,18,683,1567,445,23124,238
40538,165,2439,959,2011,15383,428
19699,68,2949,1372,1704,74001,1245
12795,122,3772,1482,2313,71457,1459
62229,1,86,426,65,1607,21
64945,2,21,349,13,2534,8
51731,0,0,762,0,3535,0
62549,13,241,417,183,5411,58
64778,148,1271,354,1136,21841,135
9001,88,2684,1513,1144,30598,1540
15618,276,5762,1443,4396,35673,1366
40978,31,417,952,302,21349,115
4351,726,21567,1564,15420,68948,6147
21151,90,3542,1346,2448,63578,1094
44353,41,471,903,322,11628,149
50541,3,73,793,54,4215,19
59939,17,202,506,161,7320,41
57235,2279,45650,593,37381,159823,8269
3122,20,777,1577,589,28185,188
1894,40,820,1588,598,29637,222
31606,60,1279,1144,646,7689,633
4669,37,1091,1559,695,26028,396
23954,14,225,1301,168,6066,57
14813,12,308,1454,221,12956,87
23911,190,4923,1302,3610,115135,1313
59084,7,91,536,91,10501,0
32068,127,5308,1138,3316,50201,1992
21540,1729,36698,1340,16181,228547,20517
34968,81,1928,1079,1451,42041,477
11148,180,6693,1499,3792,47583,2901
20852,119,3285,1352,2408,47928,877
16719,10,351,1425,198,15392,153
27262,119,2648,1228,1597,17178,1051
30217,167,6918,1169,4660,44699,2258
55850,456,7212,632,6257,52175,955
68245,4,60,251,33,4118,27
60072,47,763,502,717,16497,46
18494,64,2603,1394,1941,35927,662
23862,24,708,1302,573,64428,135
67644,9,275,261,251,8533,24
53023,190,1661,719,1281,17086,380
55813,2,73,633,27,2936,46
19282,0,0,1380,0,6460,0
64187,20,278,371,242,9672,36
9645,5062,112433,1510,67510,584536,44923
26135,145,5275,1253,2665,51731,2610
41126,11,121,949,101,11616,20
38085,180,2490,1000,1751,33051,739
25286,28,678,1271,448,11333,230
2658,1615,83134,1582,43076,577249,40058
53415,17,146,708,137,4582,9
35689,50,1609,1062,1094,24561,515
9335,711,16732,1511,9540,48833,7192
35928,3,92,1058,52,5402,40
50920,164,2900,784,2188,30618,712
68154,2,31,254,22,5691,9
12799,11,750,1482,340,28852,410
66448,0,23,309,19,4217,4
16061,11,411,1435,302,9363,109
66688,131,2747,301,1429,31234,1318
52516,3858,86758,736,41245,485486,45513
14395,29,793,1459,446,26741,347
25398,61,1914,1269,870,14444,1044
14216,1388,43277,1462,30979,286845,12298
57383,30,488,589,446,18552,42
55236,324,4120,649,3567,72107,553
49092,61,975,832,676,15980,299
