Mod,likes,downloads,time,unique_dl,views,dl_dif
2766,591,16270,1760,11500,90949,4770
3964,26,500,291,416,11450,84
3259,100,2577,1574,1630,18894,947
2460,83,2986,1796,2187,32759,799
2437,348,17886,1797,12627,114385,5259
3918,201,2334,622,1611,18012,723
2993,222,6946,1684,4255,65622,2691
2488,986,35853,1794,21289,223093,14564
2992,132,2989,1684,2101,38730,888
2781,344,10071,1755,6333,65324,3738
3366,76,1420,1470,1039,15614,381
2514,622,14810,1792,10159,65702,4651
2862,42,1081,1735,665,27166,416
2368,106,5982,1802,3786,58332,2196
3818,427,4715,947,3290,52147,1425
2159,146,11528,1811,7959,88851,3569
3312,27,321,1538,243,17299,78
2214,24,774,1808,589,7770,185
2876,74,3522,1732,2220,19232,1302
2987,112,2222,1688,1463,19653,759
3033,384,4760,1664,3170,32658,1590
3558,291,5120,1295,3339,47037,1781
2379,44,1075,1801,804,28826,271
2825,444,6751,1746,4726,79418,2025
2445,4,235,1797,154,24021,81
2954,237,6471,1700,4517,58385,1954
2907,1087,21423,1719,14929,91546,6494
2318,29,1155,1804,797,20596,358
3110,188,13869,1630,5982,68845,7887
2227,180,10672,1808,7251,79889,3421
2331,23,470,1804,317,37324,153
3298,272,8070,1555,5125,51609,2945
3484,146,2417,1367,1791,72571,626
3934,287,2495,511,1713,21478,782
3885,188,3718,752,2421,34459,1297
2728,94,1723,1769,1163,27489,560
2356,96,4044,1802,3075,46449,969
2148,52,2427,1813,1975,26220,452
2853,152,3574,1739,2345,26953,1229
2845,2520,76351,1741,44054,342689,32297
2949,108,2375,1701,1559,34016,816
2200,24,1413,1809,989,19256,424
3543,25,421,1312,354,27676,67
2462,34,1829,1796,1368,28043,461
2431,142,2449,1798,1870,37924,579
3028,41,1361,1666,912,27445,449
3040,162,5878,1662,3531,30567,2347
3017,1236,40707,1670,25776,237677,14931
3947,80,760,466,633,17119,127
2735,111,2811,1768,1845,18331,966
2450,223,7458,1797,5291,57444,2167
2948,73,2426,1701,1601,35678,825
3218,86,1972,1591,1251,52580,721
3069,35,1051,1650,652,20925,399
3407,384,6276,1428,4754,44916,1522
3065,30,569,1650,363,16254,206
2143,1519,45832,1813,29420,296391,16412
2866,13,534,1734,291,18157,243
2671,43,796,1779,571,18441,225
2236,1055,108010,1807,73897,405955,34113
2244,9,913,1807,574,7618,339
2294,576,20530,1805,14111,147280,6419
2249,47,1929,1807,1095,32360,834
2654,14,398,1781,229,12398,169
2486,13,278,1794,198,8015,80
3129,61,1200,1624,671,26831,529
3225,105,2373,1588,1288,45433,1085
2610,98,2281,1783,1468,46435,813
3809,473,7141,968,5701,62597,1440
2452,37,1260,1797,900,27415,360
3002,376,9684,1677,5951,51087,3733
2598,43,1048,1785,745,21188,303
2220,56,3170,1808,2297,69640,873
2161,790,19292,1811,12833,67878,6459
2685,1616,61275,1776,41195,148053,20080
2355,55,1785,1803,1282,34549,503
3884,20,327,752,297,7839,30
3397,337,8470,1433,6258,30315,2212
2217,767,20306,1808,13051,96482,7255
2433,64,1496,1798,1175,18636,321
3502,98,1730,1346,1335,35947,395
2262,102,4765,1806,3615,44398,1150
2699,30,609,1774,397,19679,212
2953,32,1455,1700,906,26895,549
2665,68,1115,1779,829,23770,286
2837,82,4276,1743,2800,35897,1476
2339,196,3880,1803,2822,29912,1058
3038,1350,47959,1662,29124,218874,18835
3970,149,1085,213,954,9678,131
3544,393,19786,1311,16686,88929,3100
2615,13,637,1783,431,16888,206
3929,76,807,544,714,18644,93
2747,156,6149,1766,4129,63130,2020
2879,50,1194,1730,748,30665,446
3240,3450,77777,1584,46170,299993,31607
3051,25,694,1656,417,22082,277
2782,46,1545,1754,1035,28024,510
2585,83,2217,1786,1458,28695,759
2158,877,26970,1811,17584,195785,9386
2313,55,1522,1804,1192,20809,330
2816,589,12928,1748,8861,65467,4067
2410,160,3479,1800,2556,28321,923
2812,34,1025,1748,646,19081,379
2323,154,5505,1804,4170,43741,1335
3878,158,4616,767,3499,14461,1117
3185,14,813,1599,363,17452,450
2185,15,464,1809,382,21876,82
2878,250,4728,1731,3030,43790,1698
2780,240,7402,1755,4889,43205,2513
2493,156,4182,1794,3198,33644,984
2627,102,3102,1782,2235,20663,867
2941,49,1526,1704,970,27415,556
2481,81,3704,1795,2284,82115,1420
3503,241,6887,1343,5224,64713,1663
3924,4,40,593,31,8722,9
